time/episodes,rollout/ep_rew_mean,time/fps,time/total_timesteps,time/time_elapsed,rollout/ep_len_mean,train/ent_coef_loss,train/n_updates,train/actor_loss,train/ent_coef,train/learning_rate,train/critic_loss
214,421.91506985,3,27277,8929,191.06,-0.41539567708969116,543520,-107.03214263916016,0.07511230558156967,0.03,27.846060514450073
215,422.0611830099999,3,27470,8992,191.17,0.5986782908439636,547380,-106.50753784179688,0.05503878742456436,0.03,10.854022860527039
216,422.46560399000003,3,27672,9057,191.35,3.411867141723633,551420,-110.91141510009766,0.05283840745687485,0.03,9.062136960029601
217,422.87533748999994,3,27870,9122,191.45,-1.060118556022644,555380,-112.80723571777344,0.0549212321639061,0.03,19.11898226737976
218,423.0981361799999,3,28065,9186,191.52,0.40207111835479736,559280,-112.41553497314453,0.057924289256334305,0.03,13.764469885826111
219,423.37736755,3,28262,9252,191.69,-1.4729840755462646,563220,-115.68482208251953,0.06459621340036392,0.03,15.819935274124145
220,423.69777501,3,28457,9317,191.79,0.9944474697113037,567120,-110.62821960449219,0.07407200336456299,0.03,17.918765449523924
221,424.06924926,3,28645,9379,191.85,0.47863781452178955,570880,-112.00534057617188,0.07764406502246857,0.03,21.501049709320068
222,424.46267349000004,3,28843,9445,191.96,0.1476466953754425,574840,-112.8109130859375,0.0668497309088707,0.03,14.302778172492982
223,424.71886582999997,3,29038,9510,192.05,0.5289396047592163,578740,-110.59759521484375,0.07202188670635223,0.03,22.554617595672607
224,425.2334312499999,3,29234,9575,192.21,0.7027720212936401,582660,-110.97206115722656,0.07118703424930573,0.03,15.164450454711915
225,426.57902955,3,29436,9642,192.59,-0.8532634377479553,586700,-113.74774932861328,0.05823465809226036,0.03,9.21677348613739
226,427.05109605999996,3,29636,9708,192.69,-2.367922782897949,590700,-113.66336822509766,0.06559969484806061,0.03,11.788886165618896
227,427.33671212,3,29837,9774,192.76,-0.27530011534690857,594720,-114.397705078125,0.06238158792257309,0.03,10.86489417552948
228,427.58874078,3,30036,9838,192.88,-1.5392577648162842,598700,-112.34770202636719,0.062273938208818436,0.03,10.868928909301758
229,427.90755826000003,3,30231,9902,193.0,-0.4264336824417114,602600,-117.3385009765625,0.06279963254928589,0.03,14.713925957679749
230,428.50340881999995,3,30434,9970,193.32,2.5061144828796387,606660,-117.84051513671875,0.061051636934280396,0.03,14.566462063789368
231,428.92515672999997,3,30633,10036,193.56,-2.6496336460113525,610640,-109.21656036376953,0.06346379965543747,0.03,13.914661765098572
232,429.13519215,3,30828,10100,193.56,-0.35489630699157715,614540,-112.05464172363281,0.06314633786678314,0.03,10.636811113357544
233,429.51212733,3,31021,10165,193.68,0.5419418811798096,618400,-110.79116821289062,0.054766494780778885,0.03,8.254639935493469
234,429.59551431999995,3,31213,10229,193.69,0.8421474695205688,622240,-113.75836181640625,0.055228009819984436,0.03,8.310611629486084
235,430.15172856,3,31420,10297,193.9,1.1819419860839844,626380,-114.5232925415039,0.05023038759827614,0.03,11.500823140144348
236,430.53387651,3,31619,10363,194.0,-0.14116531610488892,630360,-109.00697326660156,0.06187876686453819,0.03,15.184072160720826
237,430.67073844000004,3,31816,10428,194.1,-1.944667100906372,634300,-111.40992736816406,0.07026641815900803,0.03,11.32694764137268
238,430.96109037,3,32010,10492,194.22,0.05947256088256836,638180,-108.02409362792969,0.06589008867740631,0.03,12.319887924194337
239,431.05003901000003,3,32208,10557,194.18,-0.22546279430389404,642140,-113.74740600585938,0.05692840367555618,0.03,10.116484546661377
240,431.07919002,3,32395,10619,194.11,-0.025720447301864624,645880,-110.07550048828125,0.06473955512046814,0.03,12.20430257320404
241,431.25153255000004,3,32590,10682,194.15,-1.3135623931884766,649780,-103.68728637695312,0.07546193152666092,0.03,34.127035570144656
242,431.5254772400001,3,32786,10746,194.23,-0.5264765024185181,653700,-104.23675537109375,0.07238846272230148,0.03,14.62981812953949
243,431.83713528,3,32980,10810,194.33,-0.6572272777557373,657580,-102.60449981689453,0.06944583356380463,0.03,18.337529039382936
244,432.15016127999996,3,33176,10874,194.43,-1.860668420791626,661500,-107.75181579589844,0.07342495769262314,0.03,9.920194530487061
245,432.25020644999995,3,33377,10939,194.47,-1.0538110733032227,665520,-110.12840270996094,0.0637940764427185,0.03,21.658136510848998
246,433.03718418000005,3,33599,11012,194.8,0.3317003846168518,669960,-108.50581359863281,0.06330655515193939,0.03,11.48794503211975
247,433.15655491999996,3,33803,11079,194.91,-0.03532110154628754,674040,-114.31459045410156,0.055274296551942825,0.03,8.1771555185318
248,433.5499278,3,34005,11147,194.98,-0.11740541458129883,678080,-111.23760223388672,0.053419724106788635,0.03,13.479528212547303
249,433.59088199999997,3,34197,11212,194.98,-0.250068724155426,681920,-115.34806823730469,0.06555913388729095,0.03,25.58389220237732
250,433.856026,3,34401,11280,195.15,-1.4290738105773926,686000,-120.53521728515625,0.0646800771355629,0.03,9.486186695098876
251,433.85095843999994,3,34590,11344,195.12,2.6072921752929688,689780,-111.92594146728516,0.055594004690647125,0.03,10.311820316314698
