time/episodes,rollout/ep_len_mean,time/fps,rollout/ep_rew_mean,time/time_elapsed,time/total_timesteps,train/ent_coef,train/ent_coef_loss,train/n_updates,train/critic_loss,train/actor_loss,train/learning_rate
212,241.03,8,601.5527429200001,4935,43067,0.07050583511590958,0.6708633899688721,859320,7.268157649040222,-142.90733337402344,0.03
213,249.2,8,621.37675075,5051,44067,0.087772898375988,1.4383999109268188,879320,8.620169091224671,-148.454345703125,0.03
214,256.63,8,636.34594153,5166,45067,0.0921076238155365,-0.13113558292388916,899320,7.307744383811951,-154.34671020507812,0.03
215,262.55,8,648.6244997300001,5255,45834,0.08954821527004242,0.2972785234451294,914660,8.020894551277161,-147.9134979248047,0.03
216,270.63,8,668.0157569000002,5371,46834,0.09628266841173172,-1.4859144687652588,934660,8.036095714569091,-155.16622924804688,0.03
217,271.83,8,671.0844467700001,5406,47140,0.08330967277288437,0.22524702548980713,940780,7.514969253540039,-156.1488037109375,0.03
218,274.66,8,678.0406079599999,5460,47605,0.08091235160827637,1.2849888801574707,950080,8.031615686416625,-146.40863037109375,0.03
219,282.7,8,697.1689430999999,5577,48605,0.1232212632894516,-2.1476035118103027,970080,9.251082181930542,-150.94805908203125,0.03
220,290.84,8,716.43015183,5691,49605,0.09448271989822388,-1.7257769107818604,990080,8.301461982727051,-152.10748291015625,0.03
221,298.55,8,736.18989403,5808,50605,0.11384426802396774,-0.050697311758995056,1010080,8.36120102405548,-156.35623168945312,0.03
222,306.94,8,755.84655223,5923,51605,0.09731972217559814,0.0724097490310669,1030080,9.8978511095047,-162.97348022460938,0.03
223,313.75,8,774.3422682900001,6027,52505,0.11970435827970505,-0.214464008808136,1048080,10.226878666877747,-164.2286376953125,0.03
224,321.85,8,794.6906181100002,6141,53505,0.10120443254709244,0.7136077880859375,1068080,10.37159538269043,-175.33590698242188,0.03
225,329.83,8,813.4519091700002,6255,54505,0.0930677279829979,0.7903395891189575,1088080,8.03368706703186,-173.65994262695312,0.03
226,337.97,8,831.81320798,6368,55505,0.10391984134912491,1.559023141860962,1108080,10.476046562194824,-175.27430725097656,0.03
227,345.89,8,849.7592770900001,6484,56505,0.10032252967357635,0.278896301984787,1128080,9.390257263183594,-181.5299530029297,0.03
228,354.02,8,869.6610324500001,6598,57505,0.0954969972372055,-0.35696664452552795,1148080,9.046635365486145,-182.81210327148438,0.03
229,361.97,8,890.73142125,6712,58505,0.09222472459077835,1.5042200088500977,1168080,9.31718099117279,-186.55821228027344,0.03
230,370.43,8,913.29187514,6826,59505,0.09047567844390869,1.9781537055969238,1188080,11.158803606033326,-181.02987670898438,0.03
231,377.91,8,933.0271250600001,6942,60505,0.07292092591524124,3.0435376167297363,1208080,10.643727111816407,-193.30340576171875,0.03
232,384.72,8,952.19395659,7059,61505,0.08326257020235062,0.32637298107147217,1228080,11.181769275665284,-197.22927856445312,0.03
233,392.76,8,973.54061741,7174,62505,0.1215028315782547,-2.7912685871124268,1248080,11.77967174053192,-192.19024658203125,0.03
234,392.32,8,972.2875857,7192,62664,0.09437337517738342,-0.7104003429412842,1251260,11.021337413787842,-192.49119567871094,0.03
235,400.53,8,993.4282835199999,7307,63664,0.09362172335386276,0.03763851523399353,1271260,13.208529043197633,-189.97244262695312,0.03
236,408.42,8,1013.81901982,7420,64664,0.08716258406639099,0.662580132484436,1291260,13.727586793899537,-189.1494140625,0.03
237,416.55,8,1033.90640587,7533,65664,0.11005739122629166,-1.8255773782730103,1311260,15.468343687057494,-191.77731323242188,0.03
238,424.56,8,1056.50024489,7648,66664,0.1090722307562828,0.7533793449401855,1331260,13.090139198303223,-188.7686767578125,0.03
239,432.49,8,1077.3780136899998,7763,67664,0.10263289511203766,-1.0963906049728394,1351260,14.853813123703002,-182.92269897460938,0.03
240,440.51,8,1098.34766971,7880,68664,0.09545847773551941,1.1496182680130005,1371260,14.443725156784058,-189.13720703125,0.03
241,448.55,8,1116.88904154,7996,69664,0.10282920300960541,-1.0369817018508911,1391260,14.201461219787598,-190.61602783203125,0.03
242,456.27,8,1136.91521816,8108,70664,0.09434512257575989,2.3751535415649414,1411260,11.652874898910522,-196.99461364746094,0.03
243,464.37,8,1159.5131660799998,8223,71664,0.09303693473339081,-0.10310812294483185,1431260,11.478417873382568,-206.77951049804688,0.03
244,472.13,8,1181.58937688,8337,72664,0.08684927970170975,0.3066452741622925,1451260,10.5371484041214,-212.0874786376953,0.03
245,479.83,8,1204.4846373999999,8452,73664,0.07325729727745056,3.880201816558838,1471260,11.088766145706177,-206.88272094726562,0.03
246,487.94,8,1227.0599674399998,8568,74664,0.09375905245542526,-0.8038391470909119,1491260,12.591566395759582,-205.14019775390625,0.03
247,496.09,8,1247.8201298499998,8683,75664,0.06687074154615402,3.7799835205078125,1511260,10.413384342193604,-200.48968505859375,0.03
248,504.07,8,1268.44113664,8796,76664,0.08505689352750778,0.5097939968109131,1531260,11.930693674087525,-205.36227416992188,0.03
249,512.26,8,1291.03498511,8911,77664,0.08263912051916122,0.7126147150993347,1551260,11.48932604789734,-215.86705017089844,0.03
250,520.43,8,1313.24606252,9026,78664,0.09644463658332825,-0.7619379758834839,1571260,12.351170682907105,-209.73654174804688,0.03
251,528.23,8,1335.21466373,9140,79664,0.08045538514852524,0.5371435284614563,1591260,10.156270742416382,-214.43142700195312,0.03
252,536.57,8,1358.0751443299998,9253,80664,0.08165411651134491,-1.542005181312561,1611260,9.715410590171814,-215.36236572265625,0.03
253,544.87,8,1380.2844628899998,9368,81664,0.07630795985460281,-0.15179294347763062,1631260,8.475629377365113,-220.69537353515625,0.03
254,553.21,8,1403.94974528,9484,82664,0.06760077178478241,0.7454068064689636,1651260,8.81426136493683,-220.23348999023438,0.03
255,561.08,8,1425.83882117,9599,83664,0.0655658096075058,1.5152804851531982,1671260,9.432493686676025,-217.25408935546875,0.03
256,569.11,8,1449.3963235800004,9715,84664,0.08043737709522247,-2.769697666168213,1691260,10.65048906803131,-220.22296142578125,0.03
257,577.48,8,1473.4485970700002,9829,85664,0.06168590113520622,3.348590612411499,1711260,8.63031051158905,-219.392578125,0.03
258,585.94,8,1497.8520501700002,9943,86664,0.08154655992984772,-1.5812010765075684,1731260,8.938919591903687,-230.21438598632812,0.03
259,594.06,8,1520.99608964,10056,87664,0.0820467472076416,0.31448477506637573,1751260,9.55156979560852,-223.23977661132812,0.03
260,602.32,8,1545.4149429600002,10173,88664,0.058057088404893875,1.4160652160644531,1771260,8.157786226272583,-219.4077606201172,0.03
261,610.5,8,1569.30108767,10289,89664,0.07989455759525299,-1.571648359298706,1791260,7.791949892044068,-228.770263671875,0.03
262,618.39,8,1594.2025304499998,10404,90664,0.07028339058160782,0.4953750967979431,1811260,7.5851401567459105,-229.51658630371094,0.03
263,626.55,8,1617.87773284,10520,91664,0.07488714903593063,-1.932586908340454,1831260,9.118116188049317,-230.03594970703125,0.03
264,634.64,8,1641.96141702,10636,92664,0.06887902319431305,-1.201953411102295,1851260,9.071719455718995,-235.951416015625,0.03
265,642.69,8,1665.3633620299997,10752,93664,0.08193904906511307,-1.7469840049743652,1871260,7.7614473581314085,-231.4131622314453,0.03
266,650.5,8,1688.6238824299999,10867,94664,0.08146105706691742,-0.5850677490234375,1891260,8.313147640228271,-235.56338500976562,0.03
267,658.51,8,1712.8738534199997,10981,95664,0.06726109981536865,-0.3470035195350647,1911260,7.883679151535034,-228.32553100585938,0.03
268,666.46,8,1736.5389078499998,11098,96664,0.08255806565284729,-1.5298216342926025,1931260,8.371822905540466,-238.23715209960938,0.03
269,674.42,8,1761.4612098999996,11212,97664,0.05517396703362465,1.7292897701263428,1951260,7.365525221824646,-234.03497314453125,0.03
270,682.7,8,1786.8266180199998,11325,98664,0.0701398253440857,0.35248303413391113,1971260,6.80632700920105,-235.4583740234375,0.03
271,691.0,8,1813.52651178,11440,99664,0.05866038054227829,1.6295838356018066,1991260,8.08903329372406,-230.39898681640625,0.03
272,699.22,8,1838.1663466799998,11556,100664,0.05182747542858124,2.2007839679718018,2011260,7.490164017677307,-234.27755737304688,0.03
273,707.02,8,1860.3552480999997,11669,101664,0.07262659072875977,-0.18688064813613892,2031260,7.584117341041565,-230.91732788085938,0.03
274,715.12,8,1885.51564232,11781,102664,0.06195478513836861,-0.8101487755775452,2051260,7.321724987030029,-241.75155639648438,0.03
275,723.12,8,1911.6501923199999,11896,103664,0.0691712349653244,-0.9304762482643127,2071260,8.29076328277588,-246.0692138671875,0.03
276,731.36,8,1937.6582335899998,12009,104664,0.06527205556631088,0.10181954503059387,2091260,7.7516234636306764,-250.3199462890625,0.03
277,739.29,8,1962.74965424,12124,105664,0.06519044935703278,0.10678881406784058,2111260,8.38458788394928,-242.5111541748047,0.03
278,747.08,8,1987.66911712,12237,106664,0.059885211288928986,3.0079305171966553,2131260,8.800249409675597,-240.6143798828125,0.03
279,755.07,8,2011.69571442,12352,107664,0.07686368376016617,-3.4995906352996826,2151260,7.736971747875214,-250.31399536132812,0.03
280,763.06,8,2036.74383539,12464,108664,0.061640962958335876,-0.6856316924095154,2171260,8.5764568567276,-248.66189575195312,0.03
281,770.99,8,2063.7737082000003,12578,109664,0.07020802795886993,-0.5570527911186218,2191260,9.277571487426759,-252.6688690185547,0.03
282,778.84,8,2089.91450492,12693,110664,0.08069808036088943,-2.7414400577545166,2211260,9.201910948753357,-249.0826416015625,0.03
283,786.87,8,2115.8943184900004,12807,111664,0.06900404393672943,-0.03859707713127136,2231260,8.971537375450135,-240.59811401367188,0.03
284,794.72,8,2140.54508914,12922,112664,0.05613167956471443,2.04390811920166,2251260,9.78928029537201,-244.43771362304688,0.03
285,802.19,8,2166.75367598,13036,113664,0.057371724396944046,-1.0279991626739502,2271260,7.941087961196899,-249.1803741455078,0.03
286,807.69,8,2186.77652587,13122,114430,0.06160236522555351,-0.016503870487213135,2286580,8.013206434249877,-252.75022888183594,0.03
287,814.91,8,2213.50628149,13236,115430,0.08207104355096817,-2.5436530113220215,2306580,8.127592039108276,-241.7524871826172,0.03
288,822.76,8,2239.5815471000005,13351,116430,0.07330342382192612,-1.2270469665527344,2326580,8.667944645881652,-248.84051513671875,0.03
289,831.34,8,2268.2101652,13467,117430,0.0483274832367897,2.6364941596984863,2346580,7.0099633693695065,-248.87850952148438,0.03
290,839.11,8,2293.1235807000003,13581,118430,0.06667481362819672,-3.2005324363708496,2366580,10.032404780387878,-249.6102752685547,0.03
291,847.06,8,2318.9621175600005,13695,119430,0.05737821012735367,0.40090620517730713,2386580,8.52862615585327,-255.33065795898438,0.03
292,854.55,8,2344.69363026,13808,120430,0.0482681579887867,1.1860231161117554,2406580,6.852638411521911,-255.07217407226562,0.03
293,862.56,8,2372.4292548000003,13922,121430,0.06093638762831688,0.9464230537414551,2426580,10.35576765537262,-250.53421020507812,0.03
294,870.17,8,2398.7234932000006,14038,122430,0.0527116134762764,-1.3926212787628174,2446580,7.4061401128768924,-249.67031860351562,0.03
295,878.12,8,2424.5886561900006,14153,123430,0.052645474672317505,1.3673263788223267,2466580,7.999380278587341,-249.0948486328125,0.03
296,885.85,8,2453.22416396,14269,124430,0.05140581354498863,-2.1523096561431885,2486580,7.124180626869202,-259.38983154296875,0.03
