time/total_timesteps,time/episodes,time/time_elapsed,rollout/ep_len_mean,rollout/ep_rew_mean,time/fps,train/ent_coef,train/actor_loss,train/learning_rate,train/n_updates,train/critic_loss,train/ent_coef_loss
106680,213,11779,809.34,2027.9626336200004,9,0.07414022088050842,-253.54656982421875,0.03,2131580,11.875132513046264,-0.08461262285709381
107680,214,11888,816.35,2050.6478262100004,9,0.07273076474666595,-255.06646728515625,0.03,2151580,10.072298526763916,0.8672767877578735
108680,215,11999,823.82,2073.68234574,9,0.0591801293194294,-259.2428894042969,0.03,2171580,9.245226621627808,-0.5786502361297607
109680,216,12109,830.61,2093.8187891,9,0.08303677290678024,-254.65003967285156,0.03,2191580,10.553709626197815,-0.8538092374801636
110680,217,12220,838.75,2118.58731958,9,0.06518801301717758,-257.73785400390625,0.03,2211580,10.522721028327942,0.5933244228363037
111680,218,12328,846.34,2140.99510621,9,0.07893726229667664,-255.7919158935547,0.03,2231580,10.90110912322998,0.9056698083877563
112680,219,12440,854.36,2164.90456595,9,0.06003126502037048,-260.48895263671875,0.03,2251580,9.06460244655609,2.578169345855713
113680,220,12549,862.63,2189.1831684,9,0.07871407270431519,-255.2033233642578,0.03,2271580,11.059944486618042,-1.266315221786499
114680,221,12661,870.61,2213.60120956,9,0.07143943756818771,-259.3083801269531,0.03,2291580,10.163196444511414,2.342231035232544
115680,222,12772,878.55,2236.91637291,9,0.07616686075925827,-259.43280029296875,0.03,2311580,10.02994725704193,0.8823652267456055
116680,223,12880,886.45,2260.14817125,9,0.06482309848070145,-252.65994262695312,0.03,2331580,10.777695107460023,1.3662306070327759
117680,224,12988,889.38,2270.96453073,9,0.06582009047269821,-258.8382873535156,0.03,2351580,10.134269571304321,-1.2782822847366333
118680,225,13099,897.07,2293.32035191,9,0.06898456811904907,-261.344482421875,0.03,2371580,9.192299556732177,-0.14027564227581024
119680,226,13210,904.8,2315.9599418499997,9,0.06910282373428345,-257.3317565917969,0.03,2391580,8.861198830604554,-0.09465837478637695
120680,227,13324,912.07,2337.78713747,9,0.06656419485807419,-262.26690673828125,0.03,2411580,8.612766981124878,0.17919453978538513
121680,228,13434,914.94,2350.29652165,9,0.06118765100836754,-265.2808532714844,0.03,2431580,14.729595875740051,0.8153355717658997
122680,229,13547,914.94,2356.65139423,9,0.0625382736325264,-269.03155517578125,0.03,2451580,8.283908343315124,2.111149311065674
123680,230,13655,922.41,2379.05173607,9,0.05480613932013512,-259.3388671875,0.03,2471580,8.81136155128479,-0.059952497482299805
124680,231,13767,929.08,2399.0178017099997,9,0.05817355960607529,-257.448974609375,0.03,2491580,9.503596782684326,1.679358959197998
125680,232,13879,929.08,2405.3004229,9,0.06255783140659332,-261.482666015625,0.03,2511580,10.211656880378722,2.058849334716797
126680,233,13987,935.03,2423.8063318699997,9,0.06077269837260246,-261.6338806152344,0.03,2531580,8.282979512214661,1.642041563987732
127680,234,14097,935.03,2431.63611941,9,0.06060055270791054,-262.121337890625,0.03,2551580,10.053862380981446,2.222653865814209
128680,235,14207,942.78,2455.4505193900004,9,0.052779003977775574,-262.3898620605469,0.03,2571580,8.281379675865173,1.2089617252349854
