time/fps,time/total_timesteps,rollout/ep_rew_mean,time/time_elapsed,rollout/ep_len_mean,time/episodes,train/ent_coef_loss,train/ent_coef,train/learning_rate,train/critic_loss,train/n_updates,train/actor_loss
5,4278,32.874022948275865,736,73.75862068965517,58,0.17147709652781487,27.468724250793457,0.03,549167.0421875,83540,-6572.422900390625
5,4360,34.930922932203394,746,73.89830508474576,59,-0.9970894768834114,26.438125991821288,0.03,797610.534375,85180,-6753.889868164062
5,4416,35.1629114,753,73.6,60,0.16791546642780303,34.8492374420166,0.03,900801.8,86300,-7041.054541015625
5,4486,34.759387655737704,763,73.54098360655738,61,-1.6352139838039874,34.21447439193726,0.03,984414.0625,87700,-7302.48583984375
5,4504,34.08740537096774,767,72.64516129032258,62,0.6834426872432232,40.75041275024414,0.03,1166030.20625,88060,-7399.1515625
5,4521,33.46457661904761,771,71.76190476190476,63,-0.6290375530719757,49.035030937194826,0.03,1353194.5125,88400,-7890.712109375
5,4602,33.573072921874996,787,71.90625,64,-1.767114268988371,38.44943752288818,0.03,1197757.4125,90020,-8410.408544921875
5,4652,33.27486278461538,794,71.56923076923077,65,2.1467684641480447,41.98263053894043,0.03,1343452.45625,91020,-8275.215844726563
5,4772,34.23853581818181,810,72.3030303030303,66,-2.116170995682478,39.487554740905765,0.03,1608763.04375,93420,-9443.762915039062
5,4825,34.22494682089552,816,72.01492537313433,67,1.973612117767334,69.93606224060059,0.03,2077338.36875,94480,-10673.06484375
5,4933,34.62567030882352,831,72.54411764705883,68,0.804115004837513,40.34417457580567,0.03,1979919.71875,96640,-10582.460009765626
5,5059,37.008061173913035,859,73.31884057971014,69,0.16212087944149972,47.131805992126466,0.03,1734895.80625,99160,-10127.880419921876
5,5245,38.40042137142856,899,74.92857142857143,70,0.4340632349252701,42.648034286499026,0.03,1352660.5125,102880,-9012.634643554688
5,5431,43.128781211267594,923,76.49295774647888,71,-0.702327698469162,34.70496883392334,0.03,876925.9,106600,-8717.191943359376
5,5616,47.38027881944444,959,78.0,72,-0.534338952600956,31.336213302612304,0.03,852142.21875,110300,-8037.6107177734375
5,5805,50.66847176712329,999,79.52054794520548,73,0.833621597290039,33.6367693901062,0.03,850841.33125,114080,-6803.828662109375
5,5984,50.46579781081081,1037,80.86486486486487,74,-1.152052114903927,21.953407859802248,0.03,727613.171875,117660,-6636.138989257813
5,6149,52.36232676,1061,81.98666666666666,75,2.1659826904535295,29.1219633102417,0.03,633348.3125,120960,-7036.97685546875
5,6193,52.06999514473684,1066,81.48684210526316,76,-0.6537539452314377,26.3433819770813,0.03,594815.1671875,121840,-7201.867895507812
5,6277,52.04980081818182,1080,81.51948051948052,77,-0.1845925159752369,28.63540201187134,0.03,564667.925,123520,-7687.298974609375
5,6433,54.50207262820512,1114,82.47435897435898,78,2.5225433215498922,25.579074096679687,0.03,620920.0390625,126640,-6282.5845947265625
5,6547,54.63744679746835,1130,82.87341772151899,79,-2.2077305614948273,18.119614124298096,0.03,631568.8015625,128920,-5991.048388671875
5,6618,54.1322676125,1141,82.725,80,0.532087829709053,30.024344635009765,0.03,779812.90625,130340,-6018.173193359375
5,6711,54.09695296296297,1158,82.85185185185185,81,0.0869856208562851,26.958686733245848,0.03,947059.303125,132200,-6196.164575195313
5,6803,54.326248670731715,1176,82.96341463414635,82,1.3471797332167625,26.54998083114624,0.03,1122167.115625,134040,-5924.826171875
5,7101,58.29153038554218,1224,85.55421686746988,83,0.050360241532325746,45.1015100479126,0.03,3305755.325,140000,-8512.743505859375
5,7437,58.7388685357143,1296,88.53571428571429,84,-1.0997922137379645,81.16343269348144,0.03,5369049.3375,146720,-18407.0578125
5,7603,58.261158000000016,1333,89.44705882352942,85,-1.2522591665387153,70.35347785949708,0.03,5080277.7875,150040,-20765.95322265625
5,7865,59.9083166395349,1382,91.45348837209302,86,-1.9726449504494667,105.83375701904296,0.03,9912064.325,155280,-24545.32333984375
5,8029,60.55119754022991,1417,92.28735632183908,87,0.03736912906169891,118.12372245788575,0.03,14743652.9,158560,-27587.83955078125
5,8156,59.4757969659091,1444,92.68181818181819,88,-0.863527825474739,130.70904159545898,0.03,16627818.4,161100,-31209.86474609375
5,8235,58.774951146067416,1460,92.52808988764045,89,2.545863911509514,144.1926300048828,0.03,21613517.3,162680,-37067.18671875
5,8439,60.0068577,1501,93.76666666666667,90,1.2869665563106536,185.86592788696288,0.03,37230669.5,166760,-50780.1216796875
5,8539,59.5232744065934,1521,93.83516483516483,91,-3.284244805574417,168.9112091064453,0.03,49960065.4,168760,-54595.59609375
5,8583,59.134718086956525,1527,93.29347826086956,92,-0.8548164129257202,189.6404998779297,0.03,52959858.4,169640,-56493.584765625
5,8822,62.598149623655914,1574,94.86021505376344,93,-0.389191272854805,236.3185676574707,0.03,58806690.6,174420,-70069.9595703125
5,9012,61.792647670212766,1614,95.87234042553192,94,-0.42310399264097215,263.8112632751465,0.03,58354714.6,178220,-69967.5103515625
5,9304,64.35293134736843,1673,97.93684210526315,95,-1.7644395738840104,143.0626537322998,0.03,28598217.4,184060,-53498.384765625
5,9375,63.37001320833334,1685,97.65625,96,-1.333992874622345,162.09171371459962,0.03,25555224.3,185480,-49036.022265625
5,9446,62.7724986185567,1698,97.38144329896907,97,-0.9424305111169815,150.1379638671875,0.03,24765885.3,186900,-46159.4998046875
5,9496,62.12876725510204,1710,96.89795918367346,98,-1.962827816605568,85.90653038024902,0.03,25701354.6,187900,-48500.454296875
5,9686,64.72192347474747,1741,97.83838383838383,99,-3.3459380596876143,120.1058448791504,0.03,16885768.45,191700,-46103.7287109375
5,9940,68.01455686999999,1793,99.4,100,-3.1154780477285384,74.22978553771972,0.03,11123596.4,196780,-31430.47158203125
5,10884,75.20332468000001,1979,108.35,101,0.9496552556753158,75.55498046875,0.03,4007959.675,215660,-16194.37890625
5,10907,75.19925678999999,1982,108.4,102,-2.2497458070516587,58.388902473449704,0.03,3713130.8875,216120,-15940.942138671875
5,10918,75.09519292,1985,108.31,103,-1.5379807263612748,56.114613151550294,0.03,3537607.2375,216340,-15792.553076171875
5,11154,78.36003004,2023,110.28,104,1.7703456953167915,26.010190391540526,0.03,879711.484375,221060,-10634.4521484375
5,12012,86.34778067,2196,118.61,105,0.37546556144952775,6.488797235488891,0.03,98550.997265625,238220,-2818.2026489257814
5,12438,90.07432177999999,2268,122.4,106,-1.2419083893299103,5.463467264175415,0.03,45289.41904296875,246740,-1855.8438720703125
5,12560,90.66568879999998,2292,123.16,107,0.3197205886244774,5.162165093421936,0.03,32254.06494140625,249180,-1819.2343017578125
5,12655,91.45723619999998,2306,123.64,108,-0.4608564360067248,4.595194625854492,0.03,36404.08896484375,251080,-1958.1382751464844
5,12866,94.55272043999999,2335,125.51,109,0.16206701286137104,2.786307668685913,0.03,22800.4015625,255300,-1480.8141662597657
5,13030,96.71415865,2363,126.89,110,-0.041054192511364815,1.3066996514797211,0.03,8470.67080078125,258580,-1135.0481811523437
5,13557,101.32015556,2470,131.48,111,-0.13253408744931222,0.6549925416707992,0.03,2335.0798828125,269120,-665.3104217529296
5,13937,104.43717064999998,2533,135.08,112,-0.26531275641173124,0.6591964602470398,0.03,1781.6452392578126,276720,-486.7242706298828
5,13982,104.54665104,2544,135.15,113,0.15717846602201463,0.5569057375192642,0.03,1813.369320678711,277620,-478.90161895751953
5,14054,104.39887954,2556,135.5,114,0.19312331974506378,0.449889200925827,0.03,1625.6915100097656,279060,-462.24198150634766
5,14111,104.31160338,2566,135.37,115,0.17831349223852158,0.37208977043628694,0.03,1086.9107025146484,280200,-440.3369842529297
5,14364,108.44923789999999,2620,137.1,116,0.42694267332553865,0.23599743247032165,0.03,603.6082008361816,285260,-350.182356262207
5,15108,115.72265073999999,2778,143.75,117,1.0597418554127216,0.16446607410907746,0.03,245.8492115020752,300140,-206.1727149963379
5,15124,115.83701664999998,2781,143.68,118,-0.09501326158642769,0.2368121176958084,0.03,248.68188247680663,300460,-205.18635787963868
5,15144,115.63407428999999,2786,142.91,119,-0.5547006703913212,0.2263525165617466,0.03,304.97817306518556,300860,-205.7021911621094
5,15165,115.74298537999998,2791,142.12,120,0.7652092091739178,0.2284570187330246,0.03,361.22811126708984,301280,-208.15078582763672
5,15603,119.38796797,2877,145.9,121,-1.0719595074653625,0.17386861890554428,0.03,157.5418218612671,310040,-182.15977478027344
5,16603,130.60531996999998,3074,155.27,122,0.10490950122475624,0.07827660776674747,0.03,39.71296424865723,330040,-103.16441841125489
5,17603,139.20770457,3278,164.59,123,-0.628531701862812,0.032346438337117436,0.03,15.86407699584961,350040,-61.24180316925049
5,17754,139.85069258,3301,165.35,124,-0.7993660300970078,0.0318678367882967,0.03,15.464663362503051,353060,-58.728365135192874
5,18709,150.68961966999998,3465,174.56,125,-1.0890964567661285,0.08567561507225037,0.03,17.886815214157103,372160,-57.855880928039554
5,18897,151.35968662,3494,176.01,126,-1.1570775512605906,0.0776553776115179,0.03,12.858529853820801,375920,-53.71457099914551
5,19087,152.0007825,3525,177.51,127,2.765524585545063,0.03024234911426902,0.03,12.093471312522889,379720,-51.46585540771484
5,19304,153.18892924,3563,179.32,128,-4.283481323719025,0.06532071605324745,0.03,10.322156476974488,384060,-49.584741020202635
5,19511,152.37734827999998,3601,180.11,129,-6.324841797351837,0.06821076199412346,0.03,10.557500839233398,388200,-48.495405960083005
5,20511,161.87466495,3803,188.54,130,-3.54924281835556,0.05040242504328489,0.03,8.538988673686982,408200,-45.75023765563965
5,20719,162.6537725,3840,189.11,131,1.9346247553825378,0.044119563326239584,0.03,7.315778422355652,412360,-45.217399215698244
5,20920,163.51184865,3866,190.4,132,-1.9401293501257897,0.05229782126843929,0.03,8.262626600265502,416380,-45.465294456481935
5,21142,164.43901042,3899,191.67,133,2.336809874325991,0.023658543452620508,0.03,7.667042016983032,420820,-44.737491607666016
5,21329,165.90027127999997,3927,192.94,134,-1.993284147977829,0.05623303987085819,0.03,8.529389178752899,424560,-43.99366226196289
5,21496,167.09748094,3962,194.17,135,-2.7051740370690824,0.0573282515630126,0.03,7.563081991672516,427900,-44.598375129699704
5,21647,167.81086594,3989,194.72,136,-2.188777233660221,0.044354450330138205,0.03,8.680794072151183,430920,-44.88146686553955
5,21807,169.11450355,4018,195.49,137,2.4257962055504323,0.03023262517526746,0.03,8.693029522895813,434120,-45.16568870544434
5,22004,169.70468529000001,4059,196.64,138,-6.934178733825684,0.05238594701513648,0.03,12.11355037689209,438060,-44.04368000030517
5,22219,167.65362715999996,4094,197.1,139,-1.2786632340401412,0.04228815156966448,0.03,8.326301002502442,442360,-44.186316871643065
