time/episodes,rollout/ep_len_mean,time/total_timesteps,rollout/ep_rew_mean,time/time_elapsed,time/fps,train/actor_loss,train/learning_rate,train/ent_coef,train/ent_coef_loss,train/critic_loss,train/n_updates
213,139.79,29518,268.26714476999996,3460,8,-164.27000427246094,0.003,0.06128685921430588,-0.9455859065055847,2.6819259762763976,588340
214,139.9,29669,271.94585408,3478,8,-155.87652587890625,0.003,0.0579012855887413,0.716038703918457,2.9306302785873415,591360
215,138.38,29861,271.31595903,3499,8,-167.81222534179688,0.003,0.06293433904647827,-0.8235284090042114,3.101267397403717,595200
216,138.96,30028,272.73933371,3518,8,-163.41189575195312,0.003,0.06382203847169876,-2.568915605545044,3.0705002188682555,598540
217,139.73,30218,274.68010809000003,3538,8,-164.0190887451172,0.003,0.06345045566558838,0.2104441225528717,3.0250353157520293,602340
218,140.11,30411,276.08706138,3560,8,-165.1735076904297,0.003,0.06729689985513687,0.5354355573654175,3.5163756608963013,606200
219,140.26,30542,277.14808411000007,3575,8,-171.1641845703125,0.003,0.07035281509160995,-0.863470733165741,3.9465383291244507,608820
220,139.02,30563,274.17932776000004,3577,8,-169.7443084716797,0.003,0.07169695198535919,1.11509108543396,3.6244910597801208,609240
221,138.36,30583,272.60769855,3579,8,-172.65060424804688,0.003,0.07385291904211044,-0.7503488063812256,4.106918454170227,609640
222,139.67,30798,275.61552636,3604,8,-172.52713012695312,0.003,0.07082883268594742,1.2388378381729126,4.885138404369354,613940
223,140.48,31013,277.86543407,3629,8,-171.51449584960938,0.003,0.07257037609815598,1.218061923980713,3.731311535835266,618240
224,142.48,31304,282.50130128999996,3662,8,-171.57510375976562,0.003,0.07416285574436188,0.04150998592376709,3.7731211185455322,624060
225,143.88,31567,286.52627248,3691,8,-174.55880737304688,0.003,0.07920234650373459,0.5151013135910034,3.6996294617652894,629320
226,145.49,31795,290.93322921,3717,8,-177.29647827148438,0.003,0.0814865455031395,1.3627347946166992,4.262654232978821,633880
227,145.46,31924,290.63473028,3731,8,-178.55435180664062,0.003,0.0863514319062233,0.8211681246757507,4.55525039434433,636460
228,146.33,32079,292.75056084,3749,8,-173.92279052734375,0.003,0.08692049235105515,0.7733004093170166,4.658765721321106,639560
229,146.7,32199,293.40099343,3762,8,-171.74398803710938,0.003,0.09129523485898972,-0.7986146211624146,4.610295557975769,641960
230,147.93,32396,296.87627902,3784,8,-176.67074584960938,0.003,0.09217675775289536,0.15285706520080566,5.348832774162292,645900
231,147.36,32538,295.73714891000003,3800,8,-172.9458465576172,0.003,0.09860016405582428,-0.3073628544807434,5.9266804456710815,648740
232,145.82,32661,294.65786890000004,3814,8,-175.5103759765625,0.003,0.10823152214288712,-0.11067968606948853,6.585850358009338,651200
233,150.2,33218,305.09159847,3878,8,-192.15264892578125,0.003,0.13728444278240204,-0.197536438703537,9.84577226638794,662340
234,151.8,33518,309.38280264,3913,8,-201.86383056640625,0.003,0.141621932387352,-1.2016985416412354,8.598403668403625,668340
235,153.46,33850,313.6130043300001,3950,8,-206.2142333984375,0.003,0.12575429677963257,-0.014759331941604614,8.558889627456665,674980
236,155.65,34161,319.1064949000001,3986,8,-201.3197021484375,0.003,0.1313970983028412,-1.0178236961364746,9.18446342945099,681200
237,157.1,34396,323.8846993300001,4014,8,-201.3980712890625,0.003,0.14145314693450928,-0.07106301188468933,9.817721295356751,685900
238,159.32,34766,329.63253144000004,4056,8,-208.0622100830078,0.003,0.1521286517381668,-0.6303653120994568,9.17666552066803,693300
239,167.22,35766,349.57133417,4168,8,-217.82614135742188,0.003,0.16054211556911469,0.43563592433929443,8.293266153335571,713300
240,168.85,36029,352.36153013,4198,8,-218.92681884765625,0.003,0.1425503045320511,-0.25806179642677307,9.019640970230103,718560
241,178.23,37029,369.6690734400001,4310,8,-227.21185302734375,0.003,0.12685641646385193,0.6375684142112732,7.121995830535889,738560
242,179.73,37323,373.35811023,4344,8,-229.49502563476562,0.003,0.13631729781627655,0.7481245398521423,7.6551206588745115,744440
243,180.09,37543,375.1196407,4369,8,-221.7924346923828,0.003,0.12734423577785492,0.8984392881393433,7.82011399269104,748840
244,181.47,37791,378.76472777000004,4396,8,-229.59446716308594,0.003,0.12998273968696594,-0.8714370727539062,7.630112409591675,753800
245,183.2,38028,383.58433944000006,4424,8,-219.36676025390625,0.003,0.11421297490596771,0.011595666408538818,6.590245389938355,758540
246,192.38,39019,406.95961244,4539,8,-224.77230834960938,0.003,0.12044711410999298,-0.42668426036834717,5.92837495803833,778360
247,194.25,39342,411.85634841,4574,8,-225.05384826660156,0.003,0.11310775578022003,-0.012122631072998047,6.051604485511779,784820
248,195.3,39574,414.01300729,4601,8,-223.4378662109375,0.003,0.1256447285413742,-0.587749719619751,6.169792318344117,789460
249,196.53,39823,416.66390821,4628,8,-219.7273712158203,0.003,0.125165194272995,-0.15352895855903625,7.093125247955323,794440
250,205.11,40823,439.42530807,4738,8,-222.29843139648438,0.003,0.1091451495885849,-0.21480827033519745,5.898344111442566,814440
251,206.42,41067,443.41971021000006,4765,8,-226.5944061279297,0.003,0.11755669862031937,-0.5856614112854004,6.075103783607483,819320
252,214.99,42067,467.83976772,4879,8,-225.66119384765625,0.003,0.12076186388731003,0.3633022606372833,6.431346344947815,839320
253,217.24,42423,475.40345529000007,4918,8,-223.6262664794922,0.003,0.12285212427377701,-0.5179508924484253,7.051948070526123,846440
254,225.56,43423,500.0155322800001,5028,8,-237.46826171875,0.003,0.10803942382335663,0.38974711298942566,5.964157843589783,866440
255,233.37,44423,524.10947363,5141,8,-247.98300170898438,0.003,0.12090815603733063,-0.10965323448181152,6.512450623512268,886440
256,238.17,45118,540.57996884,5219,8,-254.81826782226562,0.003,0.11375736445188522,0.7196751236915588,6.569530725479126,900340
257,237.68,45255,540.49421526,5235,8,-251.69061279296875,0.003,0.11316942423582077,0.27069103717803955,7.445556282997131,903080
258,246.25,46255,567.3841294900001,5348,8,-247.344970703125,0.003,0.12201666831970215,-0.27232232689857483,7.348606300354004,923080
259,245.48,46347,565.88308887,5358,8,-253.7941131591797,0.003,0.12249875068664551,-0.4533615708351135,7.284029603004456,924920
260,245.1,46451,564.93906145,5370,8,-251.24081420898438,0.003,0.1287100464105606,0.1407216489315033,7.351028299331665,927000
261,244.97,46529,564.84300349,5379,8,-248.66905212402344,0.003,0.126815065741539,-0.0836837887763977,9.07732892036438,928560
262,247.95,46958,575.1909117700001,5427,8,-247.353271484375,0.003,0.13453619182109833,0.0521627813577652,9.447592830657959,937140
263,248.17,47071,575.7437035600001,5439,8,-246.0209503173828,0.003,0.1409309208393097,-0.8593900799751282,9.33823857307434,939400
264,257.22,48071,604.5488152,5552,8,-251.03060913085938,0.003,0.14321854710578918,-0.8707341551780701,10.01794891357422,959400
265,258.97,48381,610.84116264,5588,8,-258.14337158203125,0.003,0.14699293673038483,0.4344911575317383,9.78061261177063,965600
266,267.45,49381,639.3392550699999,5701,8,-273.255615234375,0.003,0.15932202339172363,-0.32679492235183716,10.724735879898072,985600
267,276.2,50381,670.06029616,5815,8,-283.1552734375,0.003,0.13996364176273346,-0.6352350115776062,9.747280502319336,1005600
268,279.04,50817,681.24431605,5864,8,-289.9841003417969,0.003,0.14746902883052826,-1.0956954956054688,11.65418782234192,1014320
269,283.22,51410,698.3961582,5930,8,-297.43463134765625,0.003,0.1563224196434021,-0.3428497910499573,11.67519736289978,1026180
270,283.43,51563,699.8306977199999,5947,8,-302.4334716796875,0.003,0.15321661531925201,-0.7160962224006653,12.052011132240295,1029240
271,283.04,51649,699.1747914499997,5957,8,-295.45770263671875,0.003,0.14292976260185242,-0.45139628648757935,12.366277599334717,1030960
272,285.66,52043,709.7114301799999,6001,8,-290.5361328125,0.003,0.14286954700946808,0.16010145843029022,13.831444931030273,1038840
273,285.83,52200,710.3458846599999,6019,8,-297.5719909667969,0.003,0.14879828691482544,0.5268688797950745,13.958223915100097,1041980
274,292.23,53011,735.2414871099998,6111,8,-296.7388916015625,0.003,0.14619135856628418,-0.7226403951644897,12.816611576080323,1058200
275,292.3,53157,735.8298002699999,6127,8,-297.41796875,0.003,0.14832329750061035,-0.6094518899917603,11.945203304290771,1061120
276,297.81,53849,758.0603834599999,6206,8,-302.0801696777344,0.003,0.14834339916706085,0.3092101812362671,14.30696635246277,1074960
277,306.35,54849,792.2128412899999,6320,8,-309.57080078125,0.003,0.15804052352905273,-0.3524702191352844,14.500893592834473,1094960
278,310.49,55412,808.6204379999998,6384,8,-323.4741516113281,0.003,0.15867844223976135,-1.2505533695220947,13.252851247787476,1106220
279,309.48,55490,806.0839492999999,6393,8,-324.38031005859375,0.003,0.14630912244319916,0.48532238602638245,15.310550785064697,1107780
