time/fps,rollout/ep_len_mean,rollout/ep_rew_mean,time/time_elapsed,time/total_timesteps,time/episodes,train/critic_loss,train/n_updates,train/learning_rate,train/actor_loss,train/ent_coef_loss,train/ent_coef
5,235.86,309.20680386000004,10594,57928,300,2395211840.0,1156540,0.003,-773944.09375,-0.3706974178552628,1745.2681030273438
5,238.09,314.0775413100001,10650,58253,301,2643331488.0,1163040,0.003,-813535.390625,-0.03584762215614319,1996.3228515625
5,242.05,321.16234738,10745,58832,302,2738823270.4,1174620,0.003,-891618.046875,-0.8599713072180748,1923.9496215820313
5,249.37,331.32138619000006,10901,59735,303,2463452953.6,1192680,0.003,-792332.690625,1.0720545798540115,1759.9213317871095
5,250.72,334.6904354300001,10949,59993,304,2627049747.2,1197840,0.003,-801009.509375,-2.0323458939790724,1690.0599792480468
5,250.15,332.13959546999996,10992,60212,305,2434835680.0,1202220,0.003,-802234.615625,-0.5471976161003113,1707.5590393066407
5,254.77,341.63780436,11092,60765,306,2635742009.6,1213280,0.003,-831749.84375,-1.380142793059349,1759.3352478027343
5,254.74,341.86409998999994,11135,61023,307,2739518400.0,1218440,0.003,-818596.184375,0.28272960484027865,1783.0045654296875
5,255.11,343.08159930999994,11158,61140,308,2723964198.4,1220780,0.003,-815547.58125,-0.6346276938915253,1716.6478637695313
5,257.86,348.4585889999999,11247,61622,309,3069488537.6,1230420,0.003,-858273.34375,1.085119476914406,1988.3544677734376
5,255.91,345.65027258999993,11258,61689,310,2860146560.0,1231760,0.003,-868970.46875,-0.41723249554634095,1890.915301513672
5,255.97,347.23615510999997,11305,61954,311,2904134604.8,1237060,0.003,-894482.51875,1.157774531841278,1938.2625244140625
5,255.78,345.6209549199999,11324,62088,312,2709170726.4,1239740,0.003,-885061.096875,-1.1746712893247604,1814.2629150390626
5,258.91,352.21126849999996,11399,62514,313,2606159436.8,1248260,0.003,-880920.896875,1.7916994035243987,1867.786798095703
5,263.02,362.59640893999995,11503,63036,314,2447307948.8,1258700,0.003,-850727.73125,0.4914162114262581,1660.1275634765625
5,263.05,363.89646935999997,11525,63154,315,2366684819.2,1261060,0.003,-832639.65625,0.22835985720157623,1714.9447631835938
5,262.43,364.5140476799999,11552,63291,316,2375980320.0,1263800,0.003,-837603.621875,-0.5805763244628906,1683.0659118652343
5,262.92,366.69920471,11581,63459,317,2439493113.6,1267160,0.003,-818958.865625,-1.2540069341659545,1591.1432739257812
5,263.3,368.74784655999997,11634,63776,318,2329503289.6,1273500,0.003,-776750.8,-0.25464600920677183,1632.7257141113282
5,264.48,372.47969041,11677,64016,319,2387116294.4,1278300,0.003,-763923.53125,-0.07649044096469879,1528.195623779297
5,264.84,372.55726204,11746,64405,320,2243446188.8,1286080,0.003,-738965.20625,0.3411738187074661,1573.4037353515625
5,260.09,366.8629389,11772,64551,321,2396530003.2,1289000,0.003,-726188.875,2.08057259619236,1599.199969482422
5,261.23,372.1604851300001,11828,64861,322,2135230144.0,1295200,0.003,-707261.4375,1.1872801512479783,1504.2167724609376
5,266.34,379.57601158000006,11919,65419,323,2028741420.8,1306360,0.003,-693121.55625,0.5923193275928498,1486.996563720703
5,266.95,381.24066273000005,11950,65597,324,2219460217.6,1309920,0.003,-681920.34375,1.9517492651939392,1492.4241882324218
5,265.94,383.0552983400001,12017,65990,325,2157513606.4,1317780,0.003,-690615.296875,-0.059083911776542666,1507.0742431640624
5,266.09,381.03855933,12060,66244,326,2290603910.4,1322860,0.003,-685894.55,1.3232910707592964,1540.58349609375
5,265.92,378.21834408,12075,66356,327,2216475027.2,1325100,0.003,-680842.184375,-0.7188763685524464,1479.1335754394531
5,268.1,379.73750819,12132,66710,328,2292390700.8,1332180,0.003,-659756.015625,-0.8790907919406891,1453.5203918457032
5,269.16,379.98474082999996,12172,66925,329,2260650822.4,1336480,0.003,-648769.3375,-0.06324726492166519,1411.935968017578
5,269.9,381.85427809999993,12200,67081,330,2506232870.4,1339600,0.003,-643890.534375,-0.3052820935845375,1451.2471740722656
5,270.42,382.91418078999993,12235,67248,331,2495301440.0,1342940,0.003,-639204.1,-0.39081094712018966,1520.4288696289063
5,270.36,383.48158368,12251,67324,332,2446446451.2,1344460,0.003,-646405.040625,-0.9316899389028549,1427.0960021972655
5,270.78,383.93013328,12282,67476,333,2508670540.8,1347500,0.003,-656061.721875,-0.32710827738046644,1547.154052734375
5,270.45,383.4824693000001,12305,67579,334,2561283520.0,1349560,0.003,-647352.13125,0.8717239767313003,1560.52255859375
5,268.44,378.5040056300001,12343,67799,335,2585608185.6,1353960,0.003,-669599.6375,0.2572085842490196,1574.5163879394531
5,269.09,378.68418623,12378,67963,336,2687205587.2,1357240,0.003,-680472.009375,0.3810527384281158,1618.5098083496093
5,269.05,375.57398785,12425,68210,337,2661294604.8,1362180,0.003,-686102.3625,-0.834121111035347,1562.087841796875
5,267.79,374.90340390999995,12467,68452,338,2758110387.2,1367020,0.003,-711144.475,-0.5893861681222916,1505.1002136230468
5,263.59,371.97533603999995,12500,68629,339,2834004742.4,1370560,0.003,-717295.515625,-0.5243749767541885,1612.2925231933593
5,264.01,372.42793121,12520,68751,340,2551701504.0,1373000,0.003,-704823.296875,0.9605904690921306,1601.5056274414062
5,267.18,379.46478109000003,12604,69192,341,2458873907.2,1381820,0.003,-706090.2625,-1.174957975745201,1477.7949523925781
5,268.06,383.5169688200001,12651,69483,342,2550756761.6,1387640,0.003,-692969.815625,0.7242045283317566,1475.2237060546875
5,270.03,385.19321800000006,12704,69796,343,2394023795.2,1393900,0.003,-707261.546875,-0.06178181916475296,1479.270001220703
5,268.24,380.86940105,12736,69960,344,2531284262.4,1397180,0.003,-723786.80625,-1.364737656712532,1430.6490478515625
5,268.38,380.52657136,12753,70061,345,2667998182.4,1399200,0.003,-737518.684375,-1.4370922207832337,1531.8936401367187
5,269.95,381.84118430999996,12800,70300,346,2840086528.0,1403980,0.003,-754388.234375,0.3438299298286438,1521.839599609375
5,273.18,388.94868135999997,12884,70772,347,2833877747.2,1413420,0.003,-782001.615625,1.0560898572206496,1609.909716796875
5,276.02,397.64703426999995,12983,71321,348,3055981235.2,1424400,0.003,-804971.06875,0.18960101008415223,1737.7111877441407
5,275.15,394.09279257,13010,71470,349,2999824652.8,1427380,0.003,-818201.08125,-0.03289984464645386,1726.9273620605468
5,276.19,395.89613485999996,13048,71676,350,2937100300.8,1431500,0.003,-820743.690625,0.05579584836959839,1719.5413879394532
5,282.26,411.0383809499999,13195,72465,351,3375885056.0,1447280,0.003,-903708.91875,0.015580582618713378,1807.3895080566406
5,281.23,411.87483733999994,13229,72703,352,3313279654.4,1452040,0.003,-901152.73125,-0.36102891266345977,1845.9072021484376
5,283.04,420.01473332,13279,73036,353,2983835955.2,1458700,0.003,-881633.925,-0.5959770657122135,1731.6306762695312
5,280.44,420.9455646300001,13330,73324,354,2550204684.8,1464460,0.003,-807978.159375,-0.8405451804399491,1545.6422912597657
5,278.68,419.17594778000006,13397,73696,355,2196495462.4,1471900,0.003,-705493.30625,-1.4530585139989853,1376.9330200195313
5,278.29,419.15382702000005,13432,73890,356,2014450310.4,1475780,0.003,-660989.259375,-0.5549212530255317,1310.971044921875
5,278.48,421.66894483,13466,74061,357,1899692019.2,1479200,0.003,-640799.003125,0.7271088898181916,1377.2873962402343
5,280.19,428.2898700399999,13546,74457,358,1835769721.6,1487120,0.003,-596066.871875,-1.1547482311725616,1355.5783203125
5,280.66,429.74749433,13610,74764,359,1774981088.0,1493260,0.003,-556318.978125,-0.5431932479143142,1186.1711120605469
5,281.28,431.79315533,13646,74945,360,1703234323.2,1496880,0.003,-529897.4,0.49322366416454316,1149.8322998046874
5,282.14,429.79467668000007,13693,75216,361,1662036057.6,1502300,0.003,-507482.5640625,-0.919219222664833,1170.544940185547
5,279.3,417.40609046000014,13784,75670,362,1597282067.2,1511380,0.003,-492287.3296875,1.0819055080413817,1245.943017578125
5,277.64,415.68348270000007,13809,75798,363,1497635014.4,1513940,0.003,-493243.7046875,0.9041250348091125,1142.204034423828
5,278.32,418.1605161000001,13839,75971,364,1574551923.2,1517400,0.003,-491735.8875,0.778230819106102,1144.8291381835938
5,273.48,412.9741732700001,13895,76282,365,1796827244.8,1523620,0.003,-500683.75,1.2453987926244736,1179.1517028808594
5,272.82,414.38400138000014,13917,76420,366,1957365062.4,1526380,0.003,-520191.4984375,0.9007508099079132,1217.1785400390625
5,272.59,417.1257755500001,13945,76548,367,2208391776.0,1528940,0.003,-557125.078125,-0.34184053242206575,1476.8683715820312
5,273.66,423.95676957,14024,76973,368,2742048128.0,1537440,0.003,-735586.3,0.47196432054042814,1411.4471618652344
5,273.75,427.28139801000003,14071,77218,369,2346651936.0,1542340,0.003,-715591.4875,0.669066047668457,1437.1711120605469
5,276.46,438.09312464999994,14224,78031,370,1620264755.2,1558600,0.003,-554732.690625,0.8957886219024658,1072.6346130371094
5,275.33,436.6230574199999,14256,78211,371,1548876633.6,1562200,0.003,-524286.4890625,0.2810220271348953,1040.6394775390625
5,274.94,438.2734518399999,14304,78441,372,1563781856.0,1566800,0.003,-509087.3265625,-0.7300521492958069,1064.1799926757812
5,281.18,454.44473426,14427,79225,373,1838812678.4,1582480,0.003,-496583.165625,0.5931556269526481,1121.440655517578
5,282.39,460.01247887000005,14511,79625,374,1863264384.0,1590480,0.003,-523480.909375,0.932156640291214,1314.5421508789063
5,281.69,457.43049123,14532,79734,375,1900979705.6,1592660,0.003,-543090.3953125,-2.038422504067421,1389.949481201172
5,282.24,459.39134781999996,14571,79942,376,2095715276.8,1596820,0.003,-599481.234375,1.7200707614421844,1372.7299194335938
5,282.02,456.5550905399999,14600,80089,377,1902368243.2,1599760,0.003,-618268.446875,0.6752957046031952,1264.7460205078125
5,283.21,460.3187452599999,14657,80371,378,1688750649.6,1605400,0.003,-590296.23125,0.18272764831781388,1171.053759765625
5,284.77,466.2045376,14759,80897,379,2085200940.8,1615920,0.003,-546186.0796875,-0.3076595067977905,1118.742010498047
5,283.01,464.14712482999994,14773,80971,380,2023358758.4,1617400,0.003,-541703.8421875,0.19233950674533845,1192.9786987304688
5,278.6,458.73605306999997,14786,81034,381,1917227257.6,1618660,0.003,-546454.5578125,0.7594678938388825,1222.8405883789062
5,278.9,462.0950245199999,14818,81228,382,1880968288.0,1622540,0.003,-544521.253125,0.6743512630462647,1137.1387878417968
5,287.26,473.3889504099999,14995,82228,383,1992190758.4,1642540,0.003,-605408.9375,-1.6850471049547195,1308.7603698730468
5,288.6,477.26047399,15047,82486,384,1995028230.4,1647700,0.003,-622237.396875,1.1490533709526063,1304.6440063476562
5,289.72,480.13467994999996,15092,82734,385,1962613164.8,1652660,0.003,-624982.559375,0.42005439549684526,1277.74130859375
5,289.98,481.21758957000003,15111,82828,386,1798588915.2,1654540,0.003,-616132.30625,0.6693459898233414,1281.0257385253906
5,283.22,469.9943033900001,15142,82966,387,1764486630.4,1657300,0.003,-623705.228125,-0.35588992983102796,1256.1446411132813
5,283.9,471.07776742000004,15178,83139,388,1744265011.2,1660760,0.003,-613830.5,-0.659733060002327,1214.4748779296874
5,287.16,480.4296687000001,15281,83703,389,2214690412.8,1672040,0.003,-652140.3375,-1.9287009865045548,1336.5554260253907
5,285.71,483.5103617500001,15341,84029,390,1963427545.6,1678560,0.003,-626862.5375,0.3642005369067192,1192.8324584960938
5,282.4,479.16433026000004,15374,84192,391,1721575840.0,1681820,0.003,-596851.159375,-0.07647775113582611,1151.8322204589845
5,282.98,480.70331245,15411,84406,392,1652720736.0,1686100,0.003,-554803.7640625,0.8107730850577355,1195.1270263671875
5,285.09,481.80318085000005,15476,84765,393,1828263001.6,1693280,0.003,-546235.3015625,-0.3575252592563629,1182.7637451171875
5,282.6,475.89195141000005,15499,84895,394,1923987622.4,1695880,0.003,-559183.990625,-1.4984108448028564,1177.1482360839843
5,281.11,472.68594310000003,15512,84971,395,1955652371.2,1697400,0.003,-562000.365625,1.108362503349781,1222.2283630371094
5,281.22,473.03419378,15525,85041,396,2001111468.8,1698800,0.003,-565106.265625,0.7055440858006478,1311.3187377929687
5,280.99,473.45599527999997,15535,85093,397,1888359097.6,1699840,0.003,-573181.125,0.7279016137123108,1255.196337890625
5,278.5,470.14022279000005,15582,85336,398,2009445964.8,1704700,0.003,-590015.43125,-0.3279895707964897,1264.1759887695312
5,278.75,473.14887266,15634,85595,399,2216924748.8,1709880,0.003,-629948.696875,-0.72786885201931,1251.668963623047
5,279.05,474.02151320999997,15680,85833,400,2180290112.0,1714640,0.003,-618209.475,-0.7622200638055802,1235.2681762695313
5,277.45,469.42371604,15713,85998,401,2394698803.2,1717940,0.003,-625641.659375,-0.30237325131893156,1213.5148681640626
5,273.59,462.35099129,15747,86191,402,1953981440.0,1721800,0.003,-648972.99375,0.22812338173389435,1266.1368591308594
5,265.72,450.70285259999997,15768,86307,403,1784891174.4,1724120,0.003,-660851.653125,-0.2200883686542511,1200.3312683105469
5,273.14,457.27139321000004,15959,87307,404,1044058665.6,1744120,0.003,-481491.0,-1.1192970365285873,819.7566925048828
5,274.78,456.30610506,16024,87690,405,1004622726.4,1751780,0.003,-438508.3796875,0.7471091389656067,781.3543212890625
5,272.2,447.5671416,16080,87985,406,821789094.4,1757680,0.003,-419042.025,1.131093356013298,748.462435913086
5,272.42,446.79739700000005,16129,88265,407,749164473.6,1763280,0.003,-403514.90625,1.0632078036665917,735.4353485107422
5,273.49,448.08656449,16171,88489,408,686057792.0,1767760,0.003,-386732.5484375,0.9899930596351624,690.1369018554688
5,270.2,439.91640206000005,16198,88642,409,714931203.2,1770820,0.003,-367575.825,1.1621625989675521,658.0720489501953
5,271.98,442.89648082000014,16242,88887,410,755037699.2,1775720,0.003,-340459.0859375,-1.089638951420784,602.5177490234375
5,271.04,436.6601419900001,16275,89058,411,704423912.0,1779140,0.003,-346050.2078125,-0.1832270637154579,653.3307312011718
5,271.33,436.60821327000014,16307,89221,412,691404371.2,1782400,0.003,-381636.1078125,-0.6533252656459808,718.9319732666015
5,268.69,429.03697386000005,16338,89383,413,694061459.2,1785640,0.003,-392969.5453125,1.733335517346859,659.3200836181641
5,264.93,417.10574039000005,16360,89529,414,736618688.0,1788560,0.003,-409650.8375,0.5145360648632049,657.6909912109375
5,264.92,415.33352038,16381,89646,415,801566284.8,1790900,0.003,-421173.0390625,-0.5028014376759529,676.215054321289
5,264.72,413.48418501,16402,89763,416,804232464.0,1793240,0.003,-427419.9328125,0.129331374168396,705.3715576171875
5,264.14,411.37648739,16417,89873,417,886857078.4,1795440,0.003,-429304.49375,-0.1915684834122658,723.384732055664
5,263.88,406.49639290000005,16467,90164,418,772532224.0,1801260,0.003,-422317.034375,0.3686912596225739,659.1990264892578
5,264.59,407.3378859900001,16527,90475,419,1395651769.6,1807480,0.003,-425168.4875,1.4516652882099152,807.9847351074219
5,264.66,406.4471545,16597,90871,420,4568549580.8,1815400,0.003,-849181.821875,-0.31552148461341856,1804.9151123046875
5,264.26,403.17529054000005,16614,90977,421,5537682790.4,1817520,0.003,-992044.775,-0.5330148220062256,1918.1718505859376
5,261.84,396.65324392,16625,91045,422,6026750860.8,1818880,0.003,-1038104.54375,-1.3448897182941437,1870.3535461425781
5,261.34,399.29050751999995,16711,91553,423,4486310425.6,1829040,0.003,-1136853.83125,1.5309201717376708,1592.96640625
5,269.56,405.73590246,16899,92553,424,2248717625.6,1849040,0.003,-803397.184375,0.13681381642818452,1142.1953247070312
5,275.63,410.1751059300001,17077,93553,425,2461069772.8,1869040,0.003,-844472.2375,-1.3680316641926766,1269.5087585449219
5,276.24,413.87224591000006,17131,93868,426,2461600172.8,1875340,0.003,-816207.190625,-0.015232287347316742,1169.3559997558593
5,279.7,421.83497919999996,17222,94326,427,5240830118.4,1884500,0.003,-1012079.634375,-0.25978437513113023,1773.8903259277345
5,279.74,422.77443315999994,17294,94684,428,5389279692.8,1891660,0.003,-1216461.95625,0.090048648416996,2056.326025390625
5,287.59,431.51622649000007,17481,95684,429,2491380902.4,1911660,0.003,-861813.1625,-1.0108673632144929,1211.3769470214843
5,289.03,430.59779805,17541,95984,430,2475001337.6,1917660,0.003,-822481.403125,2.310273352265358,1351.6351806640625
5,289.11,428.58481020999994,17574,96159,431,2299440217.6,1921160,0.003,-800333.2875,-0.011529457569122315,1231.8606689453125
5,289.78,429.4980553,17601,96302,432,2193556742.4,1924020,0.003,-764294.565625,-0.0334339439868927,1132.1823669433593
5,293.29,436.1172468799999,17696,96805,433,1373437708.8,1934080,0.003,-581212.809375,0.9686989769339561,884.2623901367188
5,293.58,435.6386751799999,17717,96937,434,1370802617.6,1936720,0.003,-535497.7703125,-0.7724721163511277,861.4635650634766
5,295.24,435.92230708999995,17786,97323,435,2280636006.4,1944440,0.003,-622690.925,0.1997703492641449,1132.1248901367187
5,295.16,434.66444993,17815,97479,436,3065689484.8,1947560,0.003,-776850.965625,-0.20478385984897612,1449.9428955078124
5,294.12,432.60583682,17841,97622,437,3041113779.2,1950420,0.003,-882766.04375,-0.25919985473155976,1377.953631591797
5,292.73,428.12316447999996,17860,97725,438,2911192384.0,1952480,0.003,-899012.15,0.6818586543202401,1383.8570617675782
5,292.57,425.98235756,17890,97886,439,2461660857.6,1955700,0.003,-857595.678125,0.7001496151089668,1234.2071472167968
5,293.42,425.5697995500001,17925,98093,440,2004433740.8,1959840,0.003,-778287.4625,0.1451621636748314,1011.0410003662109
5,291.04,421.82573006000007,17963,98296,441,1722781593.6,1963900,0.003,-687728.071875,1.742354729771614,980.2903350830078
5,296.0,421.355676,18099,99083,442,1105848790.4,1979640,0.003,-553284.8640625,0.8692062586545944,830.4125
5,293.98,417.97375689999996,18114,99194,443,936350633.6,1981860,0.003,-514223.09375,0.18566230833530425,779.4398498535156
5,293.3,416.7007706199999,18127,99290,444,985859891.2,1983780,0.003,-494971.20625,0.8987200945615769,750.5299285888672
5,302.29,426.93142730999995,18297,100290,445,915054908.8,2003780,0.003,-448376.3828125,0.37132181525230407,746.6355865478515
5,302.16,429.86634846999993,18334,100516,446,913034556.8,2008300,0.003,-438364.5484375,-0.6876648686826229,713.5307556152344
5,304.84,431.70681296,18480,101256,447,553972524.8,2023100,0.003,-340984.925,1.105920460820198,555.2987548828125
5,302.86,423.54449476,18541,101607,448,651774673.6,2030120,0.003,-321808.996875,-1.80123031437397,596.4084075927734
5,311.37,432.55839545000003,18729,102607,449,654087766.4,2050120,0.003,-326221.1375,0.508121682703495,513.393017578125
5,310.03,430.01375894999995,18742,102679,450,644347812.8,2051560,0.003,-326755.978125,-0.049608242511749265,527.1655364990235
5,306.08,413.9812142499999,18819,103073,451,1014160771.2,2059440,0.003,-342639.984375,-0.5302831143140793,642.1143035888672
5,313.7,416.29789674999995,19002,104073,452,1451433088.0,2079440,0.003,-706073.446875,1.1322246566414833,936.23486328125
5,320.37,418.29209295,19184,105073,453,629684360.0,2099440,0.003,-418559.959375,1.8317444622516632,581.4887176513672
5,326.69,421.3723946999999,19354,105993,454,743341155.2,2117840,0.003,-388280.3890625,-0.28456049859523774,640.93349609375
5,329.1,422.91580501,19466,106606,455,471434403.2,2130100,0.003,-357153.596875,0.8893952339887619,517.0471343994141
5,330.18,422.99941036999996,19523,106908,456,378272090.4,2136140,0.003,-324711.575,-0.08832943439483643,492.36605377197264
5,332.41,424.86619720000004,19597,107302,457,320891729.6,2144020,0.003,-293512.7,-1.274361076951027,438.62064971923826
5,331.3,421.25987447,19651,107587,458,325688271.2,2149720,0.003,-282842.6625,1.5298964112997055,455.94410095214846
5,332.46,423.72155511999995,19727,108010,459,340964689.6,2158180,0.003,-281735.3359375,-0.3751134991645813,434.04162445068357
5,340.65,431.47701235,19908,109010,460,194338098.4,2178180,0.003,-239266.76796875,0.43018978387117385,369.34242553710936
5,344.33,438.27679105999994,20013,109649,461,200171074.4,2190960,0.003,-220292.62265625,-0.2978413164615631,320.82117614746096
5,345.97,442.15776454999997,20116,110267,462,384629458.4,2203320,0.003,-223365.3375,1.283809843659401,432.3157653808594
5,345.46,441.11988398,20128,110344,463,451761801.6,2204860,0.003,-244697.07265625,-0.406750550866127,502.4167999267578
5,345.91,442.70296284999995,20166,110562,464,476051524.8,2209220,0.003,-314103.6390625,0.2795071855187416,570.6791748046875
5,346.04,439.90586479000007,20242,110886,465,360343070.4,2215700,0.003,-311971.0625,0.49649395048618317,440.8763824462891
5,354.66,446.97694818,20431,111886,466,231667535.2,2235700,0.003,-263080.3859375,-1.500935433804989,351.2257965087891
5,363.38,455.25995527,20620,112886,467,94328685.6,2255700,0.003,-172084.58046875,1.4449555233120919,236.86823501586915
