rollout/ep_rew_mean,time/time_elapsed,time/fps,rollout/ep_len_mean,time/total_timesteps,time/episodes,train/critic_loss,train/learning_rate,train/n_updates,train/actor_loss,train/ent_coef_loss,train/ent_coef
168.50971420999997,3026,5,169.51,17303,108,217151724748.8,0.003,344040,-8566121.225,-0.30492382049560546,24583.57548828125
168.34717081,3054,5,169.09,17477,109,211711199641.6,0.003,347520,-8295814.5,-1.2465425997972488,23847.9029296875
168.72479510999997,3074,5,169.51,17588,110,207992291328.0,0.003,349740,-8273032.55,-1.5298661589622498,23163.11064453125
168.359663,3099,5,168.65,17704,111,182028924518.4,0.003,352060,-7934869.625,2.2968394607305527,23309.0169921875
167.75094067999999,3145,5,168.34,17958,112,185914882457.6,0.003,357140,-7629133.775,-0.13786687552928925,22356.440234375
167.64017413000002,3186,5,169.06,18169,113,191159497523.2,0.003,361360,-7317108.225,2.307873731851578,22978.1908203125
173.55453448,3282,5,172.99,18658,114,175014540083.2,0.003,371140,-7223719.575,0.6235921889543533,21982.72548828125
175.17112836999996,3332,5,173.88,18918,115,154556044902.4,0.003,376340,-6757817.0,-0.07058457732200622,20641.88720703125
177.19913429999997,3374,5,175.15,19137,116,146686427955.2,0.003,380720,-6553248.025,0.17444588840007783,19381.7005859375
177.95296197999997,3451,5,177.22,19514,117,129646875852.8,0.003,388260,-5837145.75,1.5745288759469986,18189.70859375
178.1021946,3488,5,177.38,19718,118,117311049728.0,0.003,392340,-5682453.85,-0.9209760636091232,17839.39384765625
179.99164926,3542,5,179.69,20030,119,116731047936.0,0.003,398580,-5318778.1,-1.3003148317337037,16598.8296875
183.17000704999998,3567,5,180.42,20198,120,117169828249.6,0.003,401940,-5168627.05,-0.16210825145244598,16410.558544921874
185.42113253000002,3591,5,181.28,20352,121,107878186188.8,0.003,405020,-4959792.125,0.0428356796503067,16542.84931640625
183.44039862999998,3609,5,181.31,20480,122,101737508454.4,0.003,407580,-4955357.725,-0.29214807152748107,16274.76611328125
182.91023794000003,3637,5,180.84,20675,123,98557565747.2,0.003,411480,-4568785.65,0.3167602151632309,14795.259130859375
184.00757979000002,3664,5,181.83,20833,124,92660242022.4,0.003,414640,-4485071.125,0.7270322561264038,15243.82939453125
184.30894465000006,3672,5,180.56,20876,125,95176636825.6,0.003,415500,-4463771.925,0.021084707975387574,14835.412548828124
183.29265860000004,3714,5,179.91,21086,126,90786032435.2,0.003,419700,-4274214.75,-0.509966641664505,13841.748681640625
185.65221563000003,3737,5,180.57,21224,127,88981260288.0,0.003,422460,-4199221.1375,-0.40983272790908815,13725.190673828125
188.16198160000005,3788,5,183.26,21533,128,92661285273.6,0.003,428640,-4140995.0875,0.9563856899738312,14290.59619140625
190.07024078000003,3829,5,184.23,21776,129,102969850675.2,0.003,433500,-4065906.6375,0.7962915390729904,14098.436767578125
186.34619273,3860,5,184.49,21970,130,89084551987.2,0.003,437380,-4141110.2125,-2.4686767548322677,13932.108544921875
185.89439917999997,3892,5,185.14,22141,131,84791225548.8,0.003,440800,-3889155.5125,-2.6650282740592957,13704.5689453125
182.61528007999993,3912,5,184.56,22262,132,74549055897.6,0.003,443220,-3785338.0625,-0.5559100151062012,13024.459619140625
181.78717959999997,3966,5,184.53,22564,133,75317064704.0,0.003,449260,-3579935.2125,0.6570070713758469,12487.664501953124
183.30129546999996,3991,5,185.21,22684,134,71763303628.8,0.003,451660,-3631776.9375,1.6351645663380623,13315.72177734375
186.56714023999996,4035,5,187.5,22947,135,65682164326.4,0.003,456920,-3420851.1,0.19017484337091445,12534.892041015624
190.65023729,4080,5,189.64,23206,136,61202748620.8,0.003,462100,-3069313.9625,1.161279445886612,11194.1822265625
194.05672339999998,4142,5,192.59,23531,137,56539251712.0,0.003,468600,-2765314.05,0.2645888477563858,10538.867431640625
193.94676879,4164,5,192.71,23637,138,59455132262.4,0.003,470720,-2840137.475,0.31595932245254515,10747.579736328125
195.54673839999998,4197,5,194.11,23835,139,57033270681.6,0.003,474680,-2960867.1375,-0.6559092417359352,11302.749755859375
195.75025412000002,4218,5,194.48,23960,140,61750027878.4,0.003,477180,-2968878.825,0.07295214533805847,11195.77060546875
194.07774589000002,4247,5,193.13,24104,141,63478672179.2,0.003,480060,-3087751.475,0.2637658029794693,11335.547802734374
