time/episodes,time/total_timesteps,rollout/ep_rew_mean,time/fps,rollout/ep_len_mean,time/time_elapsed,train/actor_loss,train/ent_coef_loss,train/learning_rate,train/ent_coef,train/n_updates,train/critic_loss
213,25490,401.70308239999997,2,140.93,9874,-136.97142028808594,-0.5545989274978638,0.003,0.14086806774139404,507780,5.428170239925384
214,25632,401.85503822000004,2,140.96,9929,-133.71844482421875,0.37984699010849,0.003,0.13324883580207825,510620,8.042078876495362
215,25773,401.87513992,2,140.94,9983,-135.87570190429688,-0.6218429207801819,0.003,0.1393154263496399,513440,4.991065061092376
216,25916,402.0953638600001,2,140.99,10038,-130.87835693359375,-0.5687286853790283,0.003,0.13443881273269653,516300,5.304402005672455
217,26058,402.26855797,2,141.0,10093,-129.09393310546875,0.41510942578315735,0.003,0.14213670790195465,519140,6.285070431232453
218,26199,402.35719308000006,2,141.0,10147,-133.4029083251953,-0.26202476024627686,0.003,0.13755564391613007,521960,4.539665567874908
219,26340,402.52129795,2,141.01,10202,-138.0151824951172,0.14554330706596375,0.003,0.13812480866909027,524780,4.609792971611023
220,26482,402.5965824400001,2,140.99,10256,-137.96917724609375,-0.07385601103305817,0.003,0.13702398538589478,527620,4.447474014759064
221,26620,402.76674550999996,2,140.98,10310,-138.80352783203125,0.3424934148788452,0.003,0.12543033063411713,530380,4.537680089473724
222,26690,400.19959302,2,140.29,10337,-138.45529174804688,-0.1062747985124588,0.003,0.13548988103866577,531780,5.534552478790284
223,26830,400.25445612000004,2,140.27,10391,-136.0453338623047,1.2325042486190796,0.003,0.13237778842449188,534580,5.831673324108124
224,26972,400.46816025999993,2,140.3,10442,-131.07891845703125,-0.29729539155960083,0.003,0.1363537311553955,537420,7.777238130569458
225,27114,400.59436228,2,140.31,10491,-131.89944458007812,-0.19997625052928925,0.003,0.13647037744522095,540260,5.464614200592041
