time/fps,rollout/ep_rew_mean,time/time_elapsed,time/total_timesteps,time/episodes,rollout/ep_len_mean,train/ent_coef_loss,train/n_updates,train/ent_coef,train/critic_loss,train/actor_loss,train/learning_rate
3,649.59474138,10569,37606,147,312.31,-1.74286949634552,750100,0.13950811326503754,30.29997034072876,-224.64694213867188,0.03
3,646.8416270299999,10644,37875,148,312.58,-1.4804441928863525,755480,0.13035224378108978,29.498529720306397,-228.86451721191406,0.03
3,648.05345655,10777,38335,149,315.38,0.32124966382980347,764680,0.12417203933000565,32.911687183380124,-238.67823791503906,0.03
3,655.7781146299999,11061,39335,150,323.62,-2.218270778656006,784680,0.07293840497732162,14.944974613189697,-221.50515747070312,0.03
3,664.0257837799999,11220,39908,151,327.47,-0.8301799297332764,796140,0.11200179159641266,16.89307632446289,-208.8775177001953,0.03
3,671.99558339,11500,40908,152,335.41,1.8002567291259766,816140,0.07251150161027908,16.836172246932982,-192.1094970703125,0.03
3,677.16336086,11592,41239,153,336.9,-0.3025836646556854,822760,0.08889967203140259,16.076620244979857,-189.09027099609375,0.03
3,690.7917679299999,11773,41896,154,341.14,-0.3360403776168823,835900,0.09621529281139374,19.91925597190857,-191.08651733398438,0.03
3,700.3586142199998,11916,42412,155,344.0,-0.8856379389762878,846220,0.10364910215139389,18.350355195999146,-184.97021484375,0.03
3,714.54827654,12110,43105,156,347.88,1.0820503234863281,860080,0.07018231600522995,14.819913768768311,-188.79400634765625,0.03
3,730.9399499699998,12314,43835,157,352.47,1.2515205144882202,874680,0.09827107936143875,15.854365968704224,-190.83853149414062,0.03
3,742.3899920699998,12480,44417,158,355.77,-1.7952942848205566,886320,0.08951996266841888,14.982966089248658,-195.53448486328125,0.03
3,755.41169329,12663,45066,159,360.3,-0.9966744184494019,899300,0.10726737976074219,13.732228708267211,-189.1868438720703,0.03
3,758.5245671299999,12748,45368,160,361.01,-0.18197183310985565,905340,0.10012033581733704,15.252729225158692,-188.58517456054688,0.03
3,763.88829712,12850,45732,161,361.72,0.45415377616882324,912620,0.08454544097185135,14.730414199829102,-191.46566772460938,0.03
