rollout/ep_rew_mean,time/total_timesteps,rollout/ep_len_mean,time/fps,time/episodes,time/time_elapsed,train/critic_loss,train/actor_loss,train/ent_coef_loss,train/n_updates,train/ent_coef,train/learning_rate
215.44671629,22187,173.15,4,160,5261,1043260.165625,-36039.6396484375,0.2098044566810131,441720,139.2539291381836,0.003
219.70620295000003,22679,177.05,4,161,5406,1378200.046875,-39544.4029296875,-0.3686259537935257,451560,136.50695724487304,0.003
223.27930099000002,22962,179.11,4,162,5491,1247009.43125,-40352.0615234375,0.6819030620157719,457220,149.54857711791993,0.003
226.67098149,23222,181.41,4,163,5568,1404229.9375,-41784.3787109375,-1.1164490528404714,462420,144.9869812011719,0.003
227.20999358000006,23275,181.55,4,164,5582,1300523.325,-41499.8736328125,-0.05418111458420753,463480,134.28819274902344,0.003
228.01277183,23351,182.01,4,165,5605,1277408.53125,-41037.0337890625,-0.24310635924339294,465000,138.90265274047852,0.003
236.48278826,23891,187.13,4,166,5735,1380760.965625,-38265.2658203125,0.07138413414359093,475800,124.19066696166992,0.003
242.46728153000004,24288,190.82,4,167,5819,1847289.1125,-41027.0447265625,-0.6746475890278816,483740,159.00683975219727,0.003
244.67940944000003,24441,191.71,4,168,5853,2703688.0875,-42512.4462890625,-0.20464553460478782,486800,145.51622772216797,0.003
250.80453653,24845,195.17,4,169,5937,10118501.75,-64218.89765625,-0.13094219341874122,494880,324.53534545898435,0.003
260.43250546,25845,203.77,4,170,6144,12878954.75,-107258.900390625,0.13050480484962462,514880,364.07909393310547,0.003
268.22454930000004,26845,212.9,4,171,6340,18911681.25,-139649.83984375,0.34630870297551153,534880,470.4236694335938,0.003
276.87949685,27735,219.88,4,172,6509,14007127.2,-136865.93515625,-0.19485507979989053,552680,435.20469665527344,0.003
284.84723515999997,28536,226.6,4,173,6659,12480459.75,-120260.41171875,-0.4228423610329628,568700,338.3731491088867,0.003
287.99409178999997,28903,229.74,4,174,6725,9934826.85,-107896.290625,-0.202476666867733,576040,334.53663940429686,0.003
285.23940769,28912,228.34,4,175,6727,9390211.3,-107939.934765625,-0.38748881965875626,576220,339.1988800048828,0.003
296.66299951,29912,237.46,4,176,6916,8371190.175,-100085.350390625,-0.31441640928387643,596220,289.86050567626955,0.003
296.27107757000005,30022,237.51,4,177,6937,8325285.375,-97836.221484375,0.35044003613293173,598420,268.30007019042966,0.003
303.6314433,30629,242.82,4,178,7055,16658155.25,-99703.0109375,-0.2080472197383642,610560,309.5088912963867,0.003
307.74396987000006,31555,251.29,4,179,7231,6862087.825,-92131.75234375,0.38028274551033975,629080,271.96180419921876,0.003
308.09439382,31999,254.14,4,180,7316,5645502.3,-81701.41875,0.1916785255074501,637960,229.66548690795898,0.003
308.63729608,32161,254.46,4,181,7347,5285710.45,-81743.21171875,0.5073348022997379,641200,258.2607711791992,0.003
317.90235683,33161,262.9,4,182,7536,4965317.9625,-72158.183203125,0.3370274782180786,661200,224.70375366210936,0.003
318.77911775,33225,263.1,4,183,7549,5873571.0625,-73235.502734375,0.13930821940302848,662480,238.11414794921876,0.003
320.87958562999995,33367,264.04,4,184,7575,4909281.7875,-70152.2576171875,-0.2915340527892113,665320,209.39435119628905,0.003
323.05837856,33519,265.1,4,185,7603,4969720.0875,-67388.50078125,-0.1414605475962162,668360,186.44972305297853,0.003
335.54358589000003,34489,274.42,4,186,7793,3233262.4125,-58265.39609375,0.7267956458032131,687760,170.2877395629883,0.003
344.96335244999995,35360,282.87,4,187,7960,2848143.48125,-46897.7837890625,0.6715002827346325,705180,157.64502868652343,0.003
346.98501762000006,35543,284.41,4,188,7995,2862574.4375,-50902.2642578125,-0.01845661476254463,708840,162.41477737426757,0.003
348.55073495,35672,285.26,4,189,8020,3143391.3,-50419.7728515625,0.20420770682394504,711420,159.7149787902832,0.003
351.29922621000003,35894,286.78,4,190,8062,3295254.68125,-50939.6005859375,-0.2881848081946373,715860,143.34705505371093,0.003
363.09301025,36857,295.03,4,191,8240,3897976.275,-65031.8814453125,-0.11925518736243249,735120,155.16233749389647,0.003
368.64144596,37648,299.49,4,192,8388,4736988.7375,-72291.943359375,0.7355384305119514,750940,191.04502182006837,0.003
376.9430588299999,38648,307.61,4,193,8581,3643835.575,-61428.4177734375,0.7333962973207235,770940,144.11427841186523,0.003
381.72897646999996,39052,311.05,4,194,8658,4230771.3125,-63872.2623046875,-0.215459905564785,779020,161.30157241821288,0.003
381.52914982999994,39272,311.31,4,195,8699,4458683.925,-64660.1423828125,0.28332659527659415,783420,164.24274063110352,0.003
388.48170658999993,40037,318.0,4,196,8892,5342855.85,-65024.6296875,0.102019564807415,798720,198.08240127563477,0.003
392.70546183000005,40596,320.97,4,197,9033,10916120.3,-84540.271484375,0.01849992051720619,809900,348.4947219848633,0.003
390.67460657000004,40710,317.36,4,198,9060,18273776.85,-116871.109765625,-0.39519228115677835,812180,454.00604553222655,0.003
391.95736995,40835,317.09,4,199,9091,23019696.1,-145958.33984375,0.6810517348349094,814680,418.65204162597655,0.003
395.90813459,41119,318.97,4,200,9164,16872033.8,-152422.30703125,-0.5634538203477859,820360,329.9644058227539,0.003
404.29938257000003,42119,328.46,4,201,9419,11142980.025,-118698.4734375,-0.2639003857970238,840360,270.01287536621095,0.003
408.05877083,42557,332.31,4,202,9526,9348230.025,-110439.33359375,0.24671858474612235,849120,246.4331199645996,0.003
408.06828240000004,42633,332.5,4,203,9544,8251058.525,-109587.54765625,0.07592235282063484,850640,248.8454803466797,0.003
411.22289781,42980,334.93,4,204,9629,8546632.575,-103599.19140625,-0.030655190348625183,857580,259.1632965087891,0.003
409.37711529999996,43275,332.7,4,205,9704,8345249.2,-100519.803125,-0.344249452650547,863480,244.35883712768555,0.003
409.7116165,43371,333.06,4,206,9727,7394906.375,-98964.50703125,0.3034052073955536,865400,224.63909912109375,0.003
408.2020325599999,43633,333.5,4,207,9792,6921976.85,-89043.61484375,-0.03996789902448654,870640,175.93212509155273,0.003
419.4382248999999,44633,342.28,4,208,10044,3818420.075,-67519.058984375,0.34648249819874766,890640,146.58709793090821,0.003
420.2340617999999,44828,343.23,4,209,10092,5399813.5375,-65679.8861328125,-0.5109609968960285,894540,188.4444221496582,0.003
417.10353087999994,44886,340.1,4,210,10107,6088216.825,-67545.4765625,-0.30730508714914323,895700,226.95396575927734,0.003
413.77741541999995,44950,337.81,4,211,10123,6670841.0,-70643.522265625,0.20079134926199912,896980,249.61858291625975,0.003
412.86359282999996,45078,336.96,4,212,10154,8379756.2,-76686.541015625,-0.11075581684708595,899540,212.3968360900879,0.003
411.53356147,45228,336.1,4,213,10191,7303957.35,-82380.530859375,-0.10828919112682342,902540,213.07607803344726,0.003
419.48528054999997,46228,344.44,4,214,10443,5879666.375,-82107.153125,-0.04210855513811111,922540,183.03496932983398,0.003
421.49592743999995,46849,347.41,4,215,10598,5913038.275,-81656.688671875,-0.40229244269430636,934960,212.46752548217773,0.003
423.17258214000003,47126,348.02,4,216,10668,6206052.925,-78710.594140625,0.45130529515445234,940500,189.71603240966797,0.003
424.38945663,47265,348.75,4,217,10701,5492224.25,-79137.63125,0.44406859055161474,943280,178.61997985839844,0.003
426.44747562000003,47548,350.33,4,218,10771,5735112.4375,-79550.0265625,0.01915605515241623,948940,185.0806427001953,0.003
