time/episodes,time/time_elapsed,time/total_timesteps,time/fps,rollout/ep_rew_mean,rollout/ep_len_mean,train/actor_loss,train/ent_coef_loss,train/critic_loss,train/learning_rate,train/ent_coef,train/n_updates
216,13345,39883,2,435.99841460999994,194.18,-117.06938934326172,-0.59488844871521,7.287627840042115,0.03,0.04583936929702759,795640
217,13406,40067,2,435.75987754,194.02,-118.67511749267578,0.1301019787788391,10.75151081085205,0.03,0.049685683101415634,799320
218,13468,40256,2,435.56404698,193.87,-113.39425659179688,-0.3063032627105713,7.9648772239685055,0.03,0.050516560673713684,803100
219,13532,40449,2,435.4652255700001,193.75,-120.55378723144531,-0.14719511568546295,5.702661216259003,0.03,0.04159202799201012,806960
220,13594,40638,2,435.42955176,193.72,-116.90255737304688,-0.08929818868637085,7.053386211395264,0.03,0.04878110811114311,810740
221,13658,40829,2,435.29048903,193.63,-115.38145446777344,-2.019878625869751,11.248653244972228,0.03,0.059933487325906754,814560
222,13726,41033,2,435.24611874999994,193.59,-115.37324523925781,-0.9526050090789795,7.9188815474510195,0.03,0.05143929645419121,818640
223,13788,41221,2,435.10826882000003,193.5,-116.54997253417969,-0.5073059797286987,12.780000114440918,0.03,0.05127501115202904,822400
224,13850,41408,2,435.05202829999996,193.4,-120.216796875,0.9144035577774048,6.741589474678039,0.03,0.04800404980778694,826140
225,13913,41594,2,434.84438317,193.27,-120.87067413330078,-0.10811589658260345,6.730837035179138,0.03,0.04621636122465134,829860
226,13974,41776,2,434.64832816,193.08,-111.63323974609375,1.1393258571624756,5.375812208652496,0.03,0.04353838041424751,833500
227,14032,41950,2,434.30579614000004,192.8,-116.91216278076172,1.487989902496338,6.055571579933167,0.03,0.042242515832185745,836980
228,14094,42140,2,434.01349052000006,192.56,-119.306396484375,-2.102206230163574,9.438024401664734,0.03,0.05091008543968201,840780
229,14154,42321,2,433.74942129999994,192.31,-119.91815185546875,-0.6282452344894409,7.370730876922607,0.03,0.042507629841566086,844400
230,14215,42503,2,433.56417564,192.09,-119.83545684814453,-2.9526333808898926,6.79783308506012,0.03,0.04222952574491501,848040
231,14276,42687,2,433.38772459999996,191.89,-118.43782043457031,0.18479542434215546,8.09902889728546,0.03,0.05284217372536659,851720
232,14339,42874,2,433.32382393,191.83,-120.81067657470703,-1.0080764293670654,8.300168991088867,0.03,0.03939613699913025,855460
233,14399,43056,2,433.06831002,191.63,-117.54714965820312,0.8446695804595947,7.158795499801636,0.03,0.03493553772568703,859100
234,14457,43230,2,432.60664231000004,191.25,-122.45124053955078,-0.5925201773643494,9.618501591682435,0.03,0.049977414309978485,862580
235,14519,43415,2,432.46328311,191.12,-116.76472473144531,3.424159049987793,12.961010265350343,0.03,0.044485438615083694,866280
236,14575,43587,2,432.0934402400001,190.85,-120.23422241210938,-0.8389489054679871,7.649888730049133,0.03,0.05196324363350868,869720
237,14636,43774,2,431.74323828000007,190.62,-113.4430923461914,-0.35776814818382263,16.870871782302856,0.03,0.05938619002699852,873460
238,14698,43963,2,431.60772205000006,190.5,-119.6806411743164,0.04762580990791321,7.4290365934371945,0.03,0.051455747336149216,877240
239,14761,44153,2,431.5885342100001,190.43,-118.48242950439453,-1.6588120460510254,8.065125703811646,0.03,0.04885557293891907,881040
240,14823,44340,2,431.43374008,190.31,-115.43888092041016,-0.07961784303188324,10.265428256988525,0.03,0.056066032499074936,884780
241,14888,44533,2,431.18912441,190.21,-121.14521026611328,-1.1030380725860596,20.531889939308165,0.03,0.048192333430051804,888640
242,14949,44716,2,431.02654458999996,190.1,-117.50733184814453,-2.7451555728912354,9.885115694999694,0.03,0.04851730167865753,892300
243,15011,44901,2,430.78078324999996,190.0,-123.51814270019531,1.4913907051086426,15.893323183059692,0.03,0.05990457162261009,896000
244,15069,45074,2,430.42892859000006,189.81,-119.23109436035156,1.5274074077606201,11.13393132686615,0.03,0.044554561376571655,899460
245,15129,45255,2,430.1742908,189.62,-115.34292602539062,-0.36988869309425354,8.328391003608704,0.03,0.04788939282298088,903080
246,15191,45441,2,429.9295375100001,189.51,-117.82166290283203,-0.6545867919921875,11.15304753780365,0.03,0.06196858361363411,906800
247,15251,45622,2,429.69278384000006,189.38,-120.010009765625,-1.2610626220703125,9.725802493095397,0.03,0.05895576253533363,910420
248,15311,45804,2,429.50211787000006,189.29,-118.35116577148438,0.8135519027709961,14.89263973236084,0.03,0.05182327702641487,914060
249,15373,45992,2,429.3137218300001,189.19,-119.01289367675781,0.6955629587173462,12.665125799179076,0.03,0.05364345759153366,917820
250,15436,46179,2,429.16845976000013,189.06,-111.63310241699219,0.11436721682548523,11.875671029090881,0.03,0.05962853133678436,921560
251,15502,46373,2,429.1502668200001,189.05,-114.84554290771484,-0.9967912435531616,12.222773957252503,0.03,0.06364865601062775,925440
252,15563,46558,2,429.0008255300001,188.96,-117.90992736816406,-2.0046708583831787,19.68780097961426,0.03,0.062251850962638855,929140
253,15625,46741,2,428.95867109000005,188.91,-114.58149719238281,1.1803059577941895,10.441534972190857,0.03,0.04679283872246742,932800
254,15683,46918,2,428.81456563,188.83,-117.87245178222656,-1.6294453144073486,21.651749658584595,0.03,0.07926174998283386,936340
255,15748,47109,2,428.69556313,188.83,-112.79146575927734,-0.20186984539031982,38.351672887802124,0.03,0.08275087177753448,940160
256,15808,47287,2,428.48078695,188.66,-104.32408142089844,-1.1704959869384766,70.36492176055908,0.03,0.08453591167926788,943720
257,15876,47488,2,428.61196942000004,188.78,-101.68716430664062,1.4471285343170166,58.70606117248535,0.03,0.08537793159484863,947740
258,15943,47692,2,428.71670051,188.93,-101.61997985839844,-1.2695345878601074,74.10128202438355,0.03,0.08042972534894943,951820
259,16010,47890,2,428.64046562,188.91,-101.08575439453125,-1.017999529838562,32.9026077747345,0.03,0.09082625806331635,955780
260,16078,48094,2,428.9358812000001,189.08,-100.25282287597656,-1.1309055089950562,19.077691984176635,0.03,0.060747597366571426,959860
261,16144,48287,2,428.88502707,189.03,-106.06393432617188,-0.2827197015285492,14.79858112335205,0.03,0.0707947164773941,963720
262,16208,48479,2,428.66627584,189.03,-108.58306121826172,-0.16305112838745117,20.42322039604187,0.03,0.05333883315324783,967560
263,16268,48661,2,428.60581190000005,188.95,-113.94384765625,0.2578330338001251,38.826716327667235,0.03,0.07197991758584976,971200
264,16326,48837,2,428.28767167,188.76,-111.7015609741211,1.5772199630737305,21.290792417526244,0.03,0.06718598306179047,974720
265,16392,49031,2,428.14585589999996,188.67,-112.33960723876953,0.46221476793289185,18.993794202804565,0.03,0.06293060630559921,978600
266,16458,49227,2,428.18672634999996,188.75,-110.0478515625,0.12063300609588623,21.083069157600402,0.03,0.06645364314317703,982520
267,16521,49415,2,428.16198519,188.7,-106.81739807128906,-0.6407865881919861,20.007295751571654,0.03,0.06429539620876312,986280
