rollout/ep_rew_mean,time/time_elapsed,rollout/ep_len_mean,time/total_timesteps,time/fps,time/episodes,train/learning_rate,train/n_updates,train/ent_coef,train/actor_loss,train/critic_loss,train/ent_coef_loss
329.5163638,3768,167.35,31656,8,192,0.003,631100,0.05679214745759964,-208.529541015625,3.9405247926712037,-0.7073411345481873
331.02910634,3800,167.65,31937,8,193,0.003,636720,0.05534261837601662,-204.53736877441406,4.715272617340088,0.16112512350082397
331.74981861,3820,167.86,32117,8,194,0.003,640320,0.05863329768180847,-208.49111938476562,5.088343286514283,-0.08601012825965881
332.27322962,3838,167.96,32269,8,195,0.003,643360,0.06281585246324539,-208.9984588623047,4.910155665874481,0.6317899227142334
332.92218909999997,3854,168.05,32411,8,196,0.003,646200,0.0693652480840683,-210.48147583007812,6.418220472335816,1.0814822912216187
334.28705288000003,3872,168.16,32575,8,197,0.003,649480,0.07768981903791428,-216.4263458251953,6.671101546287536,-1.2801182270050049
335.30550418000007,3891,167.89,32753,8,198,0.003,653040,0.07664522528648376,-211.36781311035156,6.000399589538574,0.4139930307865143
334.88027811000006,3905,167.48,32881,8,199,0.003,655600,0.0753827765583992,-207.8960418701172,5.292923319339752,0.3772299289703369
334.49137383999994,3920,167.04,33018,8,200,0.003,658340,0.064945288002491,-212.14419555664062,4.884897625446319,-0.8955443501472473
337.15219812000004,3941,167.87,33204,8,201,0.003,662060,0.06068722531199455,-209.015380859375,5.720009994506836,0.3350469470024109
338.0691723300001,3961,168.06,33385,8,202,0.003,665680,0.06518255174160004,-206.9277801513672,5.128607439994812,-0.6883296966552734
341.46833439,3982,167.46,33572,8,203,0.003,669420,0.06309676170349121,-207.73046875,5.38555634021759,0.6786922216415405
342.30948049,4003,167.36,33764,8,204,0.003,673260,0.08207965642213821,-208.64096069335938,7.104095482826233,0.585164487361908
