time/time_elapsed,time/total_timesteps,rollout/ep_rew_mean,time/fps,rollout/ep_len_mean,time/episodes,train/actor_loss,train/ent_coef,train/ent_coef_loss,train/critic_loss,train/n_updates,train/learning_rate
4077,36929,474.89952524,9,216.95,184,-148.23477172851562,0.08125145733356476,-1.2144145965576172,5.52898223400116,736560,0.03
4102,37161,476.13082538000003,9,217.05,185,-146.79827880859375,0.08367500454187393,-1.7462327480316162,5.823975396156311,741200,0.03
4128,37403,478.2708309500001,9,217.57,186,-152.60382080078125,0.07270669937133789,1.1120877265930176,5.3068222284317015,746040,0.03
4161,37709,481.88505378,9,218.49,187,-149.72689819335938,0.07328572124242783,0.7298563718795776,5.616869711875916,752160,0.03
4186,37941,483.66593546,9,218.94,188,-152.80152893066406,0.06467762589454651,-1.6195505857467651,6.487970364093781,756800,0.03
4222,38265,487.25205223000006,9,220.28,189,-147.49868774414062,0.05712432786822319,3.0709056854248047,6.066177666187286,763280,0.03
4272,38722,495.57496873,9,223.09,190,-145.21664428710938,0.07569627463817596,1.3278393745422363,6.394486260414124,772420,0.03
4319,39157,502.89724248,9,225.46,191,-141.83116149902344,0.07507757097482681,-2.748126745223999,6.383810877799988,781120,0.03
4397,39867,517.2534881299999,9,230.66,192,-149.9148406982422,0.08152119815349579,-1.2532567977905273,6.982793641090393,795320,0.03
4510,40867,536.1578526599999,9,238.86,193,-150.31439208984375,0.05679985508322716,1.6922622919082642,7.81506769657135,815320,0.03
4622,41867,552.39626749,9,247.01,194,-164.36712646484375,0.07657106965780258,-0.038895390927791595,9.927131128311157,835320,0.03
4653,42142,554.88060197,9,247.94,195,-163.755126953125,0.07320546358823776,4.512022972106934,10.711460828781128,840820,0.03
4764,43142,575.32790885,9,256.07,196,-172.2633056640625,0.1007499247789383,-0.8806564211845398,11.467648935317992,860820,0.03
4876,44142,595.60222001,9,264.22,197,-174.40658569335938,0.0674753338098526,2.253000020980835,11.002928233146667,880820,0.03
4945,44768,604.5090084999999,9,268.47,198,-173.78341674804688,0.08236637711524963,0.3196515738964081,10.546177291870118,893340,0.03
4993,45201,611.31957449,9,270.89,199,-183.34115600585938,0.08331429958343506,0.12201584875583649,12.09246621131897,902000,0.03
5105,46201,631.27513321,9,279.02,200,-176.60472106933594,0.07504448294639587,0.5744851231575012,10.03581976890564,922000,0.03
5213,47201,650.38408277,9,287.06,201,-180.48251342773438,0.07182874530553818,-1.362802267074585,11.923762702941895,942000,0.03
5265,47668,656.44242496,9,289.85,202,-185.00010681152344,0.0759374126791954,0.769465982913971,11.954474925994873,951340,0.03
5378,48668,674.4527591099999,9,297.83,203,-179.9676513671875,0.09053292125463486,1.3230130672454834,13.13286542892456,971340,0.03
5427,49125,680.6789997199999,9,300.4,204,-186.68328857421875,0.10965041071176529,-1.343853235244751,15.251605081558228,980480,0.03
5539,50125,697.7549276800002,9,308.42,205,-180.3968963623047,0.07013482600450516,2.837639331817627,16.029130601882933,1000480,0.03
5591,50601,702.7379046299998,9,311.1,206,-176.12936401367188,0.08692867308855057,-1.0494333505630493,21.126572036743163,1010000,0.03
5704,51601,718.00388156,9,319.16,207,-183.23052978515625,0.10919405519962311,-0.7259791493415833,23.277659130096435,1030000,0.03
5815,52601,736.61872621,9,327.25,208,-178.14198303222656,0.09285279363393784,0.21735483407974243,15.089483261108398,1050000,0.03
5925,53601,757.5573261,9,335.46,209,-184.44906616210938,0.08338077366352081,-0.46780329942703247,16.10762596130371,1070000,0.03
6036,54601,777.4240712299999,9,343.24,210,-203.037353515625,0.08682407438755035,0.7862803339958191,20.62784872055054,1090000,0.03
